case,policy_seed,portfolio,value_ppo,economic_value_ppo,expected_loss_ppo,value_myopic,economic_value_myopic,expected_loss_myopic,lower_initial_value_higher_total
normal_loose,303,14,-793.5229805138916,699.3787984066623,2187.802121141309,-2047.6089374415928,710.664426073988,2820.5297698604254,True
normal_loose,303,15,-392.075019984894,500.4587157884186,1821.8353233632188,-200.97219206450964,507.6545109806816,2341.6995219492446,False
normal_loose,303,16,-754.4846769698235,391.4911151225588,1307.5353154514032,-1158.339518577248,399.4058238972588,1645.2163432263492,True
normal_loose,303,17,-1059.273706921511,611.2705633071662,2459.035530057741,-915.95930567388,615.9000519229687,2853.8398682807992,False
normal_loose,303,18,-1072.1906147277327,519.6079520838749,1628.8333679820291,-1983.5291774251764,529.3498221986981,2107.327258993203,True
normal_loose,303,19,-1025.4200531586218,-2367.013722945698,1967.775726185396,-2256.8808580944224,-2796.0750062172465,2528.714787443409,False
normal_loose,303,20,-1092.4004507504271,432.26825968358327,1068.7174136738597,-1019.63505825371,440.2772130145306,1374.1149442333622,False
normal_loose,303,21,-657.9398144498874,590.4902613484311,1508.6219599919198,-771.9733440970932,602.2915208669409,1938.6853470460696,True
normal_loose,303,22,-567.9989087428527,403.0043955786493,1403.7994757680442,-902.6349236330052,410.0891316236399,1821.5800083350607,True
normal_loose,303,23,-831.7296654547181,509.40481086198713,2098.9171758905422,-1995.1733630946133,522.7400593128942,2597.4285519623195,True
normal_medium,101,0,-803.1107809039354,657.626498357303,1859.094416377241,-548.3930693345259,658.7320672675684,1916.6089787968767,False
normal_medium,101,1,-763.8478043468491,570.7303373661686,2518.710892360006,-1196.6115000270345,562.1733139510045,2583.145680492088,False
normal_medium,101,2,-674.5883096474516,-2895.861904775621,1703.1297438809916,-1110.0841398054292,-2959.125490753533,1770.3604322807062,False
normal_medium,101,3,-1210.3536601634764,-3284.9931751200534,1993.079682068471,-1381.150844843226,-3307.96190561788,2010.087639284838,False
normal_medium,101,4,-1088.7504360086823,577.3293726639938,2287.528171355341,-765.5704146371833,578.6452982852114,2328.386658210813,False
normal_medium,101,5,-789.8028860267904,569.8053997227089,2356.096427989705,-1066.4596110860066,563.1538421030872,2360.8717870678984,False
normal_medium,101,6,-809.1591686965666,618.0250621851285,1599.2787712488082,-552.3556128708152,611.771651634135,1731.6316728652575,False
normal_medium,101,7,-4.391848366634093,771.4190266967628,1737.230362090215,-545.8543749483691,761.4919466553063,1801.877266975494,False
normal_medium,101,8,248.9319163692063,-1360.6615751768434,1963.5860553077075,438.7587548983829,-1383.6831751705486,1976.3087091281463,False
normal_medium,101,9,-381.76610106851234,650.5109958997785,1544.9621078921514,-929.0678390842426,658.4291288038271,1773.690056558446,True
normal_medium,101,10,-958.5719822400056,771.8242780607383,2558.8889208863147,-1128.8114217766072,755.3846062983724,2623.056905616905,False
normal_medium,101,11,-67.23925839576395,527.8764815464251,1662.874327891322,50.408430395518245,532.6151274931702,1776.5984103731766,False
normal_medium,101,12,-372.7907468780858,552.1771787251894,1463.7795657768638,-910.3046712153964,551.2282485009347,1735.868738249374,False
normal_medium,101,13,-383.78726117465766,552.2426323223121,1879.8898231643036,-493.8136476436467,552.6479382049833,1910.7960067185973,True
normal_medium,101,14,-1090.485147097061,703.2068803747385,2368.7612245191717,-925.5795381280528,704.5464727768795,2479.031671092396,False
normal_medium,101,15,-188.1959366358398,505.188170446791,1969.5951927640524,-73.31948073177091,502.5646062292613,1997.6638799253344,False
normal_medium,101,16,-645.462628840268,398.9064768061981,1414.4675100987947,-1095.3097686840435,399.4058238972588,1645.2163432263492,True
normal_medium,101,17,-1330.2544059111872,632.8983777424053,2653.9059531334547,-804.1486057606999,613.7418676490578,2673.599989067965,False
normal_medium,101,18,-1270.13167408696,531.4585609800722,1760.339904391174,-1893.0802126216784,522.8626883600732,1783.8642528278765,False
normal_medium,101,19,-881.6370959264699,-2712.2463374032827,2127.6452943874724,-1677.4478771695829,-2785.156796133829,2127.464982863988,False
normal_medium,101,20,-1060.6611585318594,444.3354755391984,1163.657201981812,-800.8827120669213,440.2772130145306,1374.1149442333622,False
normal_medium,101,21,-697.7203997168718,594.1586093207832,1633.6942157638578,-386.8273366562624,596.116140081609,1760.5758617509114,False
normal_medium,101,22,-420.50903118837465,405.2736377057542,1524.577764760005,-472.9375981441562,409.7764700331851,1798.8554083595084,True
normal_medium,101,23,-1056.2500955686817,527.7417793849796,2257.8190804889023,-1478.5570193109872,517.9744382545614,2282.4697748239414,False
normal_medium,202,0,-506.3067036452841,653.5186967260976,1730.146270086333,-548.3930693345259,658.7320672675684,1916.6089787968767,True
normal_medium,202,1,-382.5540568669881,566.6034551845307,2483.191213824421,-1196.6115000270345,562.1733139510045,2583.145680492088,False
normal_medium,202,2,-454.2908827982369,-2873.1473889401946,1628.3724406795848,-1110.0841398054292,-2959.125490753533,1770.3604322807062,False
normal_medium,202,3,-1057.494613348558,-3276.0475996053347,1841.9961045077405,-1381.150844843226,-3307.96190561788,2010.087639284838,False
normal_medium,202,4,-859.1980060533975,574.0699205741614,2107.474396892881,-765.5704146371833,578.6452982852114,2328.386658210813,False
normal_medium,202,5,-542.0400426018582,562.5553507310402,2249.382332467981,-1066.4596110860066,563.1538421030872,2360.8717870678984,True
normal_medium,202,6,-489.29470543690064,605.1253997534393,1514.244253324115,-552.3556128708152,611.771651634135,1731.6316728652575,True
normal_medium,202,7,-85.02923634573712,753.743399079888,1607.2880659708978,-545.8543749483691,761.4919466553063,1801.877266975494,True
normal_medium,202,8,434.560794413024,-1350.7100470464777,1915.5653034509955,438.7587548983829,-1383.6831751705486,1976.3087091281463,False
normal_medium,202,9,-646.0864846255745,644.0647628093978,1433.3557306149262,-929.0678390842426,658.4291288038271,1773.690056558446,True
normal_medium,202,10,-285.70304257802206,751.772146343791,2453.999574070904,-1128.8114217766072,755.3846062983724,2623.056905616905,True
normal_medium,202,11,188.59250809448528,524.8068114814658,1558.368688065587,50.408430395518245,532.6151274931702,1776.5984103731766,True
normal_medium,202,12,167.2874917790896,543.6709507454992,1373.5359396207264,-910.3046712153964,551.2282485009347,1735.868738249374,True
normal_medium,202,13,-102.70245230729395,550.4294655651008,1811.3189759882675,-493.8136476436467,552.6479382049833,1910.7960067185973,True
normal_medium,202,14,-243.49852913730308,699.3787984066623,2187.802121141309,-925.5795381280528,704.5464727768795,2479.031671092396,True
normal_medium,202,15,-27.87827960733173,500.7704448556531,1895.8903653852344,-73.31948073177091,502.5646062292613,1997.6638799253344,True
normal_medium,202,16,-646.402386064918,399.0308891924219,1399.632568401919,-1095.3097686840435,399.4058238972588,1645.2163432263492,True
normal_medium,202,17,-678.7285024037888,618.0695622950268,2562.1267711142573,-804.1486057606999,613.7418676490578,2673.599989067965,False
normal_medium,202,18,-1256.7638772253856,520.2253915266344,1677.8984927186964,-1893.0802126216784,522.8626883600732,1783.8642528278765,True
normal_medium,202,19,-907.234584906003,-2358.5971512118304,2017.782454313092,-1677.4478771695829,-2785.156796133829,2127.464982863988,False
normal_medium,202,20,-823.7396367749974,432.6428091177996,1075.1667568877017,-800.8827120669213,440.2772130145306,1374.1149442333622,False
normal_medium,202,21,-555.8145799215978,592.232020621375,1573.6656997444018,-386.8273366562624,596.116140081609,1760.5758617509114,False
normal_medium,202,22,-208.96191087848763,403.9929009033417,1437.2029351685337,-472.9375981441562,409.7764700331851,1798.8554083595084,True
normal_medium,202,23,-777.2702938607098,510.0532417648678,2140.2569745139194,-1478.5570193109872,517.9744382545614,2282.4697748239414,True
normal_medium,303,0,-731.0215740873955,653.056902077979,1710.2125746258953,-548.3930693345259,658.7320672675684,1916.6089787968767,False
normal_medium,303,1,-630.8944523367909,557.3294986371382,2328.8229967001016,-1196.6115000270345,562.1733139510045,2583.145680492088,True
normal_medium,303,2,-604.1142442948595,-2874.147939852008,1563.8262977715162,-1110.0841398054292,-2959.125490753533,1770.3604322807062,False
normal_medium,303,3,-1431.1671734103809,-3276.0475996053347,1841.9961045077405,-1381.150844843226,-3307.96190561788,2010.087639284838,False
normal_medium,303,4,-934.9903552899324,574.0699205741614,2107.474396892881,-765.5704146371833,578.6452982852114,2328.386658210813,False
normal_medium,303,5,-887.3412059251035,559.6897463923618,2182.2550730204634,-1066.4596110860066,563.1538421030872,2360.8717870678984,True
normal_medium,303,6,-821.0353126459503,603.2429281059522,1483.676261295325,-552.3556128708152,611.771651634135,1731.6316728652575,False
normal_medium,303,7,-332.1680542591658,753.743399079888,1607.2880659708978,-545.8543749483691,761.4919466553063,1801.877266975494,True
normal_medium,303,8,-89.87339979894455,-1358.0667586471334,1821.72855694025,438.7587548983829,-1383.6831751705486,1976.3087091281463,False
normal_medium,303,9,-573.0445910507816,644.0647628093978,1433.3557306149262,-929.0678390842426,658.4291288038271,1773.690056558446,True
normal_medium,303,10,-822.4866433372207,750.8160226366165,2380.8719175994224,-1128.8114217766072,755.3846062983724,2623.056905616905,True
normal_medium,303,11,-48.346223054494565,524.5754999067522,1525.6842169675149,50.408430395518245,532.6151274931702,1776.5984103731766,False
normal_medium,303,12,-220.6977101941748,543.0852552751167,1348.2514242284308,-910.3046712153964,551.2282485009347,1735.868738249374,True
normal_medium,303,13,-343.16264545910394,548.9403244474631,1737.2630392885403,-493.8136476436467,552.6479382049833,1910.7960067185973,True
normal_medium,303,14,-793.5229805138916,699.3787984066623,2187.802121141309,-925.5795381280528,704.5464727768795,2479.031671092396,True
normal_medium,303,15,-392.075019984894,500.4587157884186,1821.8353233632188,-73.31948073177091,502.5646062292613,1997.6638799253344,False
normal_medium,303,16,-754.4846769698235,391.4911151225588,1307.5353154514032,-1095.3097686840435,399.4058238972588,1645.2163432263492,True
normal_medium,303,17,-1059.273706921511,611.2705633071662,2459.035530057741,-804.1486057606999,613.7418676490578,2673.599989067965,False
normal_medium,303,18,-1072.1906147277327,519.6079520838749,1628.8333679820291,-1893.0802126216784,522.8626883600732,1783.8642528278765,True
normal_medium,303,19,-1025.4200531586218,-2367.013722945698,1967.775726185396,-1677.4478771695829,-2785.156796133829,2127.464982863988,False
normal_medium,303,20,-1092.4004507504271,432.26825968358327,1068.7174136738597,-800.8827120669213,440.2772130145306,1374.1149442333622,False
normal_medium,303,21,-657.9398144498874,590.4902613484311,1508.6219599919198,-386.8273366562624,596.116140081609,1760.5758617509114,False
normal_medium,303,22,-567.9989087428527,403.0043955786493,1403.7994757680442,-472.9375981441562,409.7764700331851,1798.8554083595084,False
normal_medium,303,23,-831.7296654547181,509.40481086198713,2098.9171758905422,-1478.5570193109872,517.9744382545614,2282.4697748239414,True
normal_tight,101,0,-803.1107809039354,657.626498357303,1859.094416377241,-474.4420126824709,658.7320672675684,1916.6089787968767,False
normal_tight,101,1,-763.8478043468491,570.7303373661686,2518.710892360006,-1218.832129238657,562.1733139510045,2583.145680492088,False
normal_tight,101,2,-674.5883096474516,-2895.861904775621,1703.1297438809916,-789.5683015809497,-2918.827326223037,1727.162263980515,False
normal_tight,101,3,-1210.3536601634764,-3284.9931751200534,1993.079682068471,-649.7182897830072,-3307.96190561788,2010.087639284838,False
normal_tight,101,4,-1088.7504360086823,577.3293726639938,2287.528171355341,-899.3004984200961,578.6452982852114,2328.386658210813,False
normal_tight,101,5,-789.8028860267904,569.8053997227089,2356.096427989705,-1373.1358812558603,563.1538421030872,2360.8717870678984,False
normal_tight,101,6,-809.1591686965666,618.0250621851285,1599.2787712488082,-487.2619423814197,607.7513308677808,1600.3863412738103,False
normal_tight,101,7,-4.391848366634093,771.4190266967628,1737.230362090215,-300.16126282733654,761.4919466553063,1801.877266975494,False
normal_tight,101,8,248.9319163692063,-1360.6615751768434,1963.5860553077075,444.3298560128007,-1383.6831751705486,1976.3087091281463,False
normal_tight,101,9,-381.76610106851234,650.5109958997785,1544.9621078921514,-865.0280746898023,653.4004810526471,1575.654874953341,True
normal_tight,101,10,-958.5719822400056,771.8242780607383,2558.8889208863147,-1088.580682542145,755.3846062983724,2623.056905616905,False
normal_tight,101,11,-67.23925839576395,527.8764815464251,1662.874327891322,-58.840495032371486,529.4508809579272,1687.6368516016964,False
normal_tight,101,12,-372.7907468780858,552.1771787251894,1463.7795657768638,-809.8376345724986,546.7110689050878,1496.8021264406518,False
normal_tight,101,13,-383.78726117465766,552.2426323223121,1879.8898231643036,-175.88003293841192,552.6479382049833,1910.7960067185973,False
normal_tight,101,14,-1090.485147097061,703.2068803747385,2368.7612245191717,-1199.7222489079072,704.5464727768795,2479.031671092396,True
normal_tight,101,15,-188.1959366358398,505.188170446791,1969.5951927640524,-436.1622353591573,502.5646062292613,1997.6638799253344,False
normal_tight,101,16,-645.462628840268,398.9064768061981,1414.4675100987947,-1113.766137136198,394.0565771191897,1441.1518349885412,False
normal_tight,101,17,-1330.2544059111872,632.8983777424053,2653.9059531334547,-970.0537901697536,613.7418676490578,2673.599989067965,False
normal_tight,101,18,-1270.13167408696,531.4585609800722,1760.339904391174,-1542.8245351532817,522.8626883600732,1783.8642528278765,False
normal_tight,101,19,-881.6370959264699,-2712.2463374032827,2127.6452943874724,-1005.8719423582036,-2785.156796133829,2127.464982863988,False
normal_tight,101,20,-1060.6611585318594,444.3354755391984,1163.657201981812,-604.4060573205091,435.1677108373252,1169.0044392947316,False
normal_tight,101,21,-697.7203997168718,594.1586093207832,1633.6942157638578,-118.25457864870472,594.0473694585609,1644.331043288479,False
normal_tight,101,22,-420.50903118837465,405.2736377057542,1524.577764760005,-372.4943941969796,405.006651987644,1549.2872810883307,False
normal_tight,101,23,-1056.2500955686817,527.7417793849796,2257.8190804889023,-1154.6940870421104,517.9744382545614,2282.4697748239414,False
normal_tight,202,0,-506.3067036452841,653.5186967260976,1730.146270086333,-474.4420126824709,658.7320672675684,1916.6089787968767,False
normal_tight,202,1,-425.1619666109642,566.6034551845307,2483.191213824421,-1218.832129238657,562.1733139510045,2583.145680492088,False
normal_tight,202,2,-435.0821660191853,-2873.1473889401946,1628.3724406795848,-789.5683015809497,-2918.827326223037,1727.162263980515,False
normal_tight,202,3,-941.8729671383386,-3257.132260069283,1900.3631448368997,-649.7182897830072,-3307.96190561788,2010.087639284838,False
normal_tight,202,4,-779.2754047175023,574.0699205741614,2107.474396892881,-899.3004984200961,578.6452982852114,2328.386658210813,True
normal_tight,202,5,-542.0400426018582,562.5553507310402,2249.382332467981,-1373.1358812558603,563.1538421030872,2360.8717870678984,True
normal_tight,202,6,-501.6018794386675,605.1253997534393,1514.244253324115,-487.2619423814197,607.7513308677808,1600.3863412738103,False
normal_tight,202,7,-49.43478214404436,753.743399079888,1607.2880659708978,-300.16126282733654,761.4919466553063,1801.877266975494,True
normal_tight,202,8,145.87635324132393,-1350.7100470464777,1915.5653034509955,444.3298560128007,-1383.6831751705486,1976.3087091281463,False
normal_tight,202,9,-639.8992969382444,644.0647628093978,1433.3557306149262,-865.0280746898023,653.4004810526471,1575.654874953341,True
normal_tight,202,10,-253.7558285703916,751.772146343791,2453.999574070904,-1088.580682542145,755.3846062983724,2623.056905616905,True
normal_tight,202,11,185.43379574535095,524.8068114814658,1558.368688065587,-58.840495032371486,529.4508809579272,1687.6368516016964,True
normal_tight,202,12,197.83672608340643,543.6709507454992,1373.5359396207264,-809.8376345724986,546.7110689050878,1496.8021264406518,True
normal_tight,202,13,-102.70245230729395,550.4294655651008,1811.3189759882675,-175.88003293841192,552.6479382049833,1910.7960067185973,True
normal_tight,202,14,-244.22715580639388,699.3787984066623,2187.802121141309,-1199.7222489079072,704.5464727768795,2479.031671092396,True
normal_tight,202,15,-51.35006994354374,500.7704448556531,1895.8903653852344,-436.1622353591573,502.5646062292613,1997.6638799253344,True
normal_tight,202,16,-639.2155209297001,399.0308891924219,1399.632568401919,-1113.766137136198,394.0565771191897,1441.1518349885412,False
normal_tight,202,17,-698.2584876385748,618.0695622950268,2562.1267711142573,-970.0537901697536,613.7418676490578,2673.599989067965,False
normal_tight,202,18,-1256.7638772253856,520.2253915266344,1677.8984927186964,-1542.8245351532817,522.8626883600732,1783.8642528278765,True
normal_tight,202,19,-887.8368750183517,-2358.5971512118304,2017.782454313092,-1005.8719423582036,-2785.156796133829,2127.464982863988,False
normal_tight,202,20,-831.3792164142988,432.6428091177996,1075.1667568877017,-604.4060573205091,435.1677108373252,1169.0044392947316,False
normal_tight,202,21,-524.4528686083319,592.232020621375,1573.6656997444018,-118.25457864870472,594.0473694585609,1644.331043288479,False
normal_tight,202,22,-215.2799893862858,403.9929009033417,1437.2029351685337,-372.4943941969796,405.006651987644,1549.2872810883307,True
normal_tight,202,23,-765.9474028113032,510.0532417648678,2140.2569745139194,-1154.6940870421104,517.9744382545614,2282.4697748239414,True
normal_tight,303,0,-731.0215740873955,653.056902077979,1710.2125746258953,-474.4420126824709,658.7320672675684,1916.6089787968767,False
normal_tight,303,1,-630.8944523367909,557.3294986371382,2328.8229967001016,-1218.832129238657,562.1733139510045,2583.145680492088,True
normal_tight,303,2,-604.1142442948595,-2874.147939852008,1563.8262977715162,-789.5683015809497,-2918.827326223037,1727.162263980515,False
normal_tight,303,3,-1431.1671734103809,-3276.0475996053347,1841.9961045077405,-649.7182897830072,-3307.96190561788,2010.087639284838,False
normal_tight,303,4,-934.9903552899324,574.0699205741614,2107.474396892881,-899.3004984200961,578.6452982852114,2328.386658210813,False
normal_tight,303,5,-887.3412059251035,559.6897463923618,2182.2550730204634,-1373.1358812558603,563.1538421030872,2360.8717870678984,True
normal_tight,303,6,-821.0353126459503,603.2429281059522,1483.676261295325,-487.2619423814197,607.7513308677808,1600.3863412738103,False
normal_tight,303,7,-332.1680542591658,753.743399079888,1607.2880659708978,-300.16126282733654,761.4919466553063,1801.877266975494,False
normal_tight,303,8,-89.87339979894455,-1358.0667586471334,1821.72855694025,444.3298560128007,-1383.6831751705486,1976.3087091281463,False
normal_tight,303,9,-573.0445910507816,644.0647628093978,1433.3557306149262,-865.0280746898023,653.4004810526471,1575.654874953341,True
normal_tight,303,10,-822.4866433372207,750.8160226366165,2380.8719175994224,-1088.580682542145,755.3846062983724,2623.056905616905,True
normal_tight,303,11,-48.346223054494565,524.5754999067522,1525.6842169675149,-58.840495032371486,529.4508809579272,1687.6368516016964,True
normal_tight,303,12,-220.6977101941748,543.0852552751167,1348.2514242284308,-809.8376345724986,546.7110689050878,1496.8021264406518,True
normal_tight,303,13,-343.16264545910394,548.9403244474631,1737.2630392885403,-175.88003293841192,552.6479382049833,1910.7960067185973,False
normal_tight,303,14,-793.5229805138916,699.3787984066623,2187.802121141309,-1199.7222489079072,704.5464727768795,2479.031671092396,True
normal_tight,303,15,-392.075019984894,500.4587157884186,1821.8353233632188,-436.1622353591573,502.5646062292613,1997.6638799253344,True
normal_tight,303,16,-754.4846769698235,391.4911151225588,1307.5353154514032,-1113.766137136198,394.0565771191897,1441.1518349885412,True
normal_tight,303,17,-1059.273706921511,611.2705633071662,2459.035530057741,-970.0537901697536,613.7418676490578,2673.599989067965,False
normal_tight,303,18,-1072.1906147277327,519.6079520838749,1628.8333679820291,-1542.8245351532817,522.8626883600732,1783.8642528278765,True
normal_tight,303,19,-1025.4200531586218,-2367.013722945698,1967.775726185396,-1005.8719423582036,-2785.156796133829,2127.464982863988,False
normal_tight,303,20,-1092.4004507504271,432.26825968358327,1068.7174136738597,-604.4060573205091,435.1677108373252,1169.0044392947316,False
normal_tight,303,21,-657.9398144498874,590.4902613484311,1508.6219599919198,-118.25457864870472,594.0473694585609,1644.331043288479,False
normal_tight,303,22,-567.9989087428527,403.0043955786493,1403.7994757680442,-372.4943941969796,405.006651987644,1549.2872810883307,False
normal_tight,303,23,-831.7296654547181,509.40481086198713,2098.9171758905422,-1154.6940870421104,517.9744382545614,2282.4697748239414,True
order_fixed,101,0,-803.1107809039354,657.626498357303,1859.094416377241,-548.3930693345259,658.7320672675684,1916.6089787968767,False
order_fixed,101,1,-763.8478043468491,570.7303373661686,2518.710892360006,-1198.1964113862966,562.1733139510045,2583.145680492088,False
order_fixed,101,2,-674.5883096474516,-2895.861904775621,1703.1297438809916,-1123.039706696344,-2918.186492261319,1755.499402516597,False
order_fixed,101,3,-1210.3536601634764,-3284.9931751200534,1993.079682068471,-1377.4911385372736,-3307.96190561788,2010.087639284838,False
order_fixed,101,4,-1088.7504360086823,577.3293726639938,2287.528171355341,-765.5704146371833,578.6452982852114,2328.386658210813,False
order_fixed,101,5,-789.8028860267904,569.8053997227089,2356.096427989705,-1066.4596110860066,563.1538421030872,2360.8717870678984,False
order_fixed,101,6,-809.1591686965666,618.0250621851285,1599.2787712488082,-542.5933377030638,611.771651634135,1731.6316728652575,False
order_fixed,101,7,-4.391848366634093,771.4190266967628,1737.230362090215,-542.7661101441462,761.4919466553063,1801.877266975494,False
order_fixed,202,0,-317.176992397143,653.5186967260976,1730.146270086333,-548.3930693345259,658.7320672675684,1916.6089787968767,True
order_fixed,202,1,-430.05226912482703,566.6034551845307,2483.191213824421,-1198.1964113862966,562.1733139510045,2583.145680492088,False
order_fixed,202,2,-274.14292707306095,-2873.351304216372,1606.4972842854986,-1123.039706696344,-2918.186492261319,1755.499402516597,False
order_fixed,202,3,-863.6320534273367,-3276.0475996053347,1841.9961045077405,-1377.4911385372736,-3307.96190561788,2010.087639284838,False
order_fixed,202,4,-868.0757277395704,574.0699205741614,2107.474396892881,-765.5704146371833,578.6452982852114,2328.386658210813,False
order_fixed,202,5,-574.3400198313599,562.5553507310402,2249.382332467981,-1066.4596110860066,563.1538421030872,2360.8717870678984,True
order_fixed,202,6,-424.4092084649407,605.1253997534393,1514.244253324115,-542.5933377030638,611.771651634135,1731.6316728652575,True
order_fixed,202,7,12.17626241548671,753.9646205197066,1609.3733276168114,-542.7661101441462,761.4919466553063,1801.877266975494,True
order_fixed,303,0,-731.0215740873955,653.056902077979,1710.2125746258953,-548.3930693345259,658.7320672675684,1916.6089787968767,False
order_fixed,303,1,-630.8944523367909,557.3294986371382,2328.8229967001016,-1198.1964113862966,562.1733139510045,2583.145680492088,True
order_fixed,303,2,-604.1142442948595,-2874.147939852008,1563.8262977715162,-1123.039706696344,-2918.186492261319,1755.499402516597,False
order_fixed,303,3,-1431.1671734103809,-3276.0475996053347,1841.9961045077405,-1377.4911385372736,-3307.96190561788,2010.087639284838,False
order_fixed,303,4,-934.9903552899324,574.0699205741614,2107.474396892881,-765.5704146371833,578.6452982852114,2328.386658210813,False
order_fixed,303,5,-887.3412059251035,559.6897463923618,2182.2550730204634,-1066.4596110860066,563.1538421030872,2360.8717870678984,True
order_fixed,303,6,-821.0353126459503,603.2429281059522,1483.676261295325,-542.5933377030638,611.771651634135,1731.6316728652575,False
order_fixed,303,7,-332.1680542591658,753.743399079888,1607.2880659708978,-542.7661101441462,761.4919466553063,1801.877266975494,True
order_reverse,101,0,-803.1107809039354,657.626498357303,1859.094416377241,-548.3930693345259,658.7320672675684,1916.6089787968767,False
order_reverse,101,1,-763.8478043468491,570.7303373661686,2518.710892360006,-1196.6115000270345,562.1733139510045,2583.145680492088,False
order_reverse,101,2,-674.5883096474516,-2895.861904775621,1703.1297438809916,-1054.0464549076253,-2917.982434286529,1770.532960719888,False
order_reverse,101,3,-1210.3536601634764,-3284.9931751200534,1993.079682068471,-1381.150844843226,-3307.96190561788,2010.087639284838,False
order_reverse,101,4,-1088.7504360086823,577.3293726639938,2287.528171355341,-765.5704146371833,578.6452982852114,2328.386658210813,False
order_reverse,101,5,-789.8028860267904,569.8053997227089,2356.096427989705,-1066.4596110860066,563.1538421030872,2360.8717870678984,False
order_reverse,101,6,-809.1591686965666,618.0250621851285,1599.2787712488082,-572.5550731515818,611.771651634135,1731.6316728652575,False
order_reverse,101,7,-4.391848366634093,771.4190266967628,1737.230362090215,-547.1990136513353,761.4919466553063,1801.877266975494,False
order_reverse,202,0,-476.7640537919686,653.056902077979,1710.2125746258953,-548.3930693345259,658.7320672675684,1916.6089787968767,True
order_reverse,202,1,-410.0688869305068,566.0409078467965,2447.973078050482,-1196.6115000270345,562.1733139510045,2583.145680492088,False
order_reverse,202,2,-609.3525211102973,-2873.1473889401946,1628.3724406795848,-1054.0464549076253,-2917.982434286529,1770.532960719888,False
order_reverse,202,3,-1158.9292946180665,-3257.132260069283,1900.3631448368997,-1381.150844843226,-3307.96190561788,2010.087639284838,False
order_reverse,202,4,-737.4436656837643,574.0699205741614,2107.474396892881,-765.5704146371833,578.6452982852114,2328.386658210813,True
order_reverse,202,5,-474.3157652648784,562.3912541494025,2222.74127607108,-1066.4596110860066,563.1538421030872,2360.8717870678984,True
order_reverse,202,6,-565.0765766864943,603.9083321411243,1523.605395383736,-572.5550731515818,611.771651634135,1731.6316728652575,True
order_reverse,202,7,-123.93441922833304,753.743399079888,1607.2880659708978,-547.1990136513353,761.4919466553063,1801.877266975494,True
order_reverse,303,0,-731.0215740873955,653.056902077979,1710.2125746258953,-548.3930693345259,658.7320672675684,1916.6089787968767,False
order_reverse,303,1,-630.8944523367909,557.3294986371382,2328.8229967001016,-1196.6115000270345,562.1733139510045,2583.145680492088,True
order_reverse,303,2,-604.1142442948595,-2874.147939852008,1563.8262977715162,-1054.0464549076253,-2917.982434286529,1770.532960719888,False
order_reverse,303,3,-1431.1671734103809,-3276.0475996053347,1841.9961045077405,-1381.150844843226,-3307.96190561788,2010.087639284838,False
order_reverse,303,4,-934.9903552899324,574.0699205741614,2107.474396892881,-765.5704146371833,578.6452982852114,2328.386658210813,False
order_reverse,303,5,-887.3412059251035,559.6897463923618,2182.2550730204634,-1066.4596110860066,563.1538421030872,2360.8717870678984,True
order_reverse,303,6,-821.0353126459503,603.2429281059522,1483.676261295325,-572.5550731515818,611.771651634135,1731.6316728652575,False
order_reverse,303,7,-332.1680542591658,753.743399079888,1607.2880659708978,-547.1990136513353,761.4919466553063,1801.877266975494,True
pd_noise,101,0,-803.1107809039354,657.626498357303,1898.9178401245451,-558.6018189069035,658.6971189580321,1950.9986366794872,False
pd_noise,101,1,-763.8478043468491,570.7303373661686,2699.606738095971,-1485.392687911706,562.3342814336734,2717.278479957205,False
pd_noise,101,2,-674.5883096474516,-2895.861904775621,1497.4675600927244,-1266.5998611987068,-2952.642428807121,1761.6703949848954,False
pd_noise,101,3,-1210.3536601634764,-3284.9931751200534,2121.312878136315,-1316.9963805849732,-3308.2424952329984,2159.516428695917,False
pd_noise,101,4,-1088.7504360086823,577.3293726639938,2664.352605355117,-763.5966605625136,578.722741024743,2669.3770177440747,False
pd_noise,101,5,-789.8028860267904,569.8053997227089,1846.016022388092,-1053.5106373447095,563.1538421030872,1862.4946336983296,False
pd_noise,101,6,-809.1591686965666,618.0250621851285,1732.9886321138183,-659.3107171891041,609.1789980625623,1784.583948138841,False
pd_noise,101,7,-4.391848366634093,771.4190266967628,2147.8651466113674,-576.6368181267873,761.2030266022446,2204.37333062785,False
pd_noise,202,0,-539.4377420494944,653.5186967260976,1776.5745095560824,-558.6018189069035,658.6971189580321,1950.9986366794872,True
pd_noise,202,1,-423.9466503324522,566.0409078467965,2562.082309826836,-1485.392687911706,562.3342814336734,2717.278479957205,False
pd_noise,202,2,-603.4634644137847,-2873.351304216372,1417.4779008575038,-1266.5998611987068,-2952.642428807121,1761.6703949848954,False
pd_noise,202,3,-941.8729671383386,-3257.132260069283,1992.0910331499117,-1316.9963805849732,-3308.2424952329984,2159.516428695917,False
pd_noise,202,4,-886.7296923284376,574.0699205741614,2460.380768480905,-763.5966605625136,578.722741024743,2669.3770177440747,False
pd_noise,202,5,-595.6585377322127,562.5553507310402,1776.211235619974,-1053.5106373447095,563.1538421030872,1862.4946336983296,True
pd_noise,202,6,-552.2347551399831,605.7908037886114,1673.2420226794177,-659.3107171891041,609.1789980625623,1784.583948138841,True
pd_noise,202,7,-32.545484000772774,753.743399079888,1988.913991499924,-576.6368181267873,761.2030266022446,2204.37333062785,True
