case,policy_seed,portfolio,value_ppo,economic_value_ppo,expected_loss_ppo,value_myopic,economic_value_myopic,expected_loss_myopic,lower_initial_value_higher_total
size_24,303,15,-721.6588761468923,1237.8094807645916,3759.448266240684,-782.3288538254923,1246.533517640643,4074.266785277509,True
size_24,303,16,-456.7858937219789,-1028.8680781710773,3617.422003446993,-797.1921638249869,1191.6048885172563,3974.984491062173,True
size_24,303,17,-876.8376951510509,-1317.5303557860518,3689.2556311496855,-765.0581256379077,-1309.2814953344334,4100.092633657663,False
size_24,303,18,-865.8344153581662,1153.6973259349152,3999.794878784093,-861.253759025289,1168.7495309706746,4336.269806311111,False
size_24,303,19,-1020.5409076650888,-2061.4503641200545,4203.081787409193,-1211.7841759336654,-2054.113191586306,4566.673794307835,True
size_24,303,20,-781.0342727104938,-4633.777482619575,3923.4084971107454,-878.1139351301945,-4664.417574812166,4285.292377215607,False
size_24,303,21,-1177.1392940606022,-4643.0830372321225,4626.875623933012,-956.6128802706032,-4982.239732691567,5060.5885728755975,False
size_24,303,22,-586.6686776631778,-1426.1389237631597,4503.072326991492,-1094.7787559016074,-1482.8574827002226,4940.371556152289,False
size_24,303,23,-1178.009256945889,1172.3476438674772,4380.780782768424,-1266.4059292222337,1185.3061966951884,4765.99256053054,True
size_8,101,0,-413.951672200822,300.4694044440226,1276.875300966212,-527.2917983725914,295.63615019624933,1247.4243925303526,False
size_8,101,1,-146.57418519895245,283.1173091193674,815.1308163540823,-603.075806817862,287.50787568142715,1008.263563716164,True
size_8,101,2,-777.5478480334717,-6755.070702140803,1521.9679802883547,-1574.1113159437523,-2924.732635540417,1546.319769489258,True
size_8,101,3,-787.6138260455157,307.0403948805746,1197.6314988456847,-755.6432763065795,307.1475788932016,1207.310741918136,False
size_8,101,4,95.33480147267386,288.7463689209967,984.8380035044526,-187.01191885784905,291.4542667269848,1156.9876350757936,True
size_8,101,5,-1005.5521140207852,-2048.260522729116,942.834507117916,-1283.6705445090204,260.428770774001,1047.021382102062,True
size_8,101,6,-1028.6202211972936,324.9071206602972,1026.2991216363978,-70.05532290589534,327.7896966182799,1165.663458291301,False
size_8,101,7,-527.6433670550504,304.7541236053134,873.0294184235427,-369.11207888403646,306.247963766304,1042.464139847922,False
size_8,101,8,-7.588369055267549,383.9171855071544,1128.1157454935883,-70.74257200897762,386.0863135867792,1186.3944045836154,True
size_8,101,9,-195.09267782043264,782.4618363783812,1729.60299345573,-622.6153090221817,773.2269224018139,1765.7478501248734,False
size_8,101,10,278.4045283412365,545.0009460377939,1705.725773996107,268.6551324875045,530.6567170691002,1651.0137176539176,False
size_8,101,11,313.6322088110571,397.90119227725154,940.6431737547192,-512.3037538335636,393.7821209425779,1067.7669080078877,False
size_8,101,12,-707.5306965356917,427.91431703380886,1665.889949967455,-871.8895606660199,420.2650139975873,1675.7027621146256,False
size_8,101,13,-401.6856697096561,357.7419312297899,1231.5856034211758,-238.6535232913349,358.73676289955466,1280.2913331641466,False
size_8,101,14,-131.04047884354523,261.92206752066147,1041.45896395589,-392.6658771083921,265.15178812786337,1196.739348352512,True
size_8,101,15,-510.0174500294415,500.3030977129398,1378.095511613185,-1288.8382209700223,496.8293040347512,1392.6354008113078,False
size_8,101,16,-1255.3355407947531,485.66361680113664,1672.8065840350753,-1623.5004314816138,487.90378449676655,1719.7216873007703,True
size_8,101,17,-1333.3096151481543,353.354332591702,1280.7863686176065,-1691.039226800245,350.93622339463184,1314.2313515407254,False
size_8,101,18,-1070.3226635938347,291.98773591133323,955.8655915448256,-1773.0286433342144,297.30490954362665,1189.8985146720102,True
size_8,101,19,-1391.9378690906328,463.4470067390064,2240.1981847010884,-1288.805011840548,460.3332494227529,2342.6552552217586,False
size_8,101,20,-1073.4464745640978,-1761.63400793129,600.9361777837116,-1458.2795347830656,-1786.180874762758,755.1682348087434,False
size_8,101,21,-973.1009799291664,297.6431618466198,950.1379667621784,-1090.6673063607966,302.6525429172972,1176.5578683134918,True
size_8,101,22,-556.7273352325112,366.40184717668336,1004.4882705510674,-1093.1618664864827,371.3846116567976,1199.5341898988254,True
size_8,101,23,-820.2506657340481,353.20352157066134,1354.0845514112764,-660.7149650272625,349.6857523704137,1373.7985796625303,False
size_8,202,0,-252.06079169751388,294.37438538482945,1213.0273603847718,-527.2917983725914,295.63615019624933,1247.4243925303526,True
size_8,202,1,57.96197728007844,281.54473346398,764.445106060852,-603.075806817862,287.50787568142715,1008.263563716164,True
size_8,202,2,-583.6381499839624,-2876.3640181148644,1421.8020983669437,-1574.1113159437523,-2924.732635540417,1546.319769489258,False
size_8,202,3,-360.92677687678224,306.4722924041609,1181.3586922334157,-755.6432763065795,307.1475788932016,1207.310741918136,True
size_8,202,4,91.83076358330388,287.13071365712085,902.0455407471618,-187.01191885784905,291.4542667269848,1156.9876350757936,True
size_8,202,5,-858.672349734165,257.1757522323232,910.3445446358412,-1283.6705445090204,260.428770774001,1047.021382102062,True
size_8,202,6,-609.8933674030975,322.1106218127165,943.1432543065342,-70.05532290589534,327.7896966182799,1165.663458291301,False
size_8,202,7,-464.4372305976959,301.7247751143326,807.8093047038229,-369.11207888403646,306.247963766304,1042.464139847922,False
size_8,202,8,40.66524102134045,382.5577738191573,1062.842474532,-70.74257200897762,386.0863135867792,1186.3944045836154,True
size_8,202,9,-138.2041184862875,769.8473193977468,1657.8937407918272,-622.6153090221817,773.2269224018139,1765.7478501248734,True
size_8,202,10,554.1973434602877,544.6807352582784,1654.566008591146,268.6551324875045,530.6567170691002,1651.0137176539176,False
size_8,202,11,20.572250199586904,390.914743220521,872.4759421240298,-512.3037538335636,393.7821209425779,1067.7669080078877,True
size_8,202,12,-180.48742374279595,418.38005238250935,1547.8973633810035,-871.8895606660199,420.2650139975873,1675.7027621146256,True
size_8,202,13,-30.246079363508954,355.70028333278543,1132.771269368382,-238.6535232913349,358.73676289955466,1280.2913331641466,True
size_8,202,14,89.48359941391669,260.334601810476,954.3496955429392,-392.6658771083921,265.15178812786337,1196.739348352512,True
size_8,202,15,-88.79212553826787,494.43481285715706,1275.333514079917,-1288.8382209700223,496.8293040347512,1392.6354008113078,True
size_8,202,16,-1111.2914053090294,482.5486987668726,1546.6529263579928,-1623.5004314816138,487.90378449676655,1719.7216873007703,True
size_8,202,17,-1168.647619527953,347.03387096627984,1210.9209442652764,-1691.039226800245,350.93622339463184,1314.2313515407254,True
size_8,202,18,-395.1421200443416,289.8690340305983,877.8546171690973,-1773.0286433342144,297.30490954362665,1189.8985146720102,True
size_8,202,19,-1099.3429372317423,456.0695554452527,2056.21404244094,-1288.805011840548,460.3332494227529,2342.6552552217586,True
size_8,202,20,-1222.6751581777514,-1751.9031380441918,549.5254921087012,-1458.2795347830656,-1786.180874762758,755.1682348087434,False
size_8,202,21,-805.361570261405,293.9638535474715,874.6646662450737,-1090.6673063607966,302.6525429172972,1176.5578683134918,True
size_8,202,22,-294.1580105442037,364.5991543518228,943.7646993042506,-1093.1618664864827,371.3846116567976,1199.5341898988254,True
size_8,202,23,-622.0976503439707,349.27611867045624,1269.745444276738,-660.7149650272625,349.6857523704137,1373.7985796625303,True
size_8,303,0,-595.4774473075338,293.9698923680332,1183.1227560645366,-527.2917983725914,295.63615019624933,1247.4243925303526,False
size_8,303,1,-523.2582864858349,281.31617961092417,749.1797998902216,-603.075806817862,287.50787568142715,1008.263563716164,True
size_8,303,2,-854.7979289279339,-2876.8915489799524,1410.743048518278,-1574.1113159437523,-2924.732635540417,1546.319769489258,False
size_8,303,3,-593.7339993881628,304.96112317379254,1102.9216781635946,-755.6432763065795,307.1475788932016,1207.310741918136,True
size_8,303,4,-230.789163998648,287.13071365712085,902.0455407471618,-187.01191885784905,291.4542667269848,1156.9876350757936,False
size_8,303,5,-767.3268575988592,255.88899504340333,867.5865683623829,-1283.6705445090204,260.428770774001,1047.021382102062,True
size_8,303,6,-961.668972525148,322.1106218127165,943.1432543065342,-70.05532290589534,327.7896966182799,1165.663458291301,False
size_8,303,7,-647.4056190038422,301.7247751143326,807.8093047038229,-369.11207888403646,306.247963766304,1042.464139847922,False
size_8,303,8,-453.937721228873,381.94484735150616,1042.6160602441284,-70.74257200897762,386.0863135867792,1186.3944045836154,False
size_8,303,9,-501.2624649335168,768.5238006412352,1610.740955842963,-622.6153090221817,773.2269224018139,1765.7478501248734,True
size_8,303,10,-578.8473543068513,529.3185021972547,1585.9528101363703,268.6551324875045,530.6567170691002,1651.0137176539176,False
size_8,303,11,193.10240578412493,390.914743220521,872.4759421240298,-512.3037538335636,393.7821209425779,1067.7669080078877,True
size_8,303,12,-480.1066384707638,418.38005238250935,1547.8973633810035,-871.8895606660199,420.2650139975873,1675.7027621146256,True
size_8,303,13,-157.45647421568353,355.70028333278543,1132.771269368382,-238.6535232913349,358.73676289955466,1280.2913331641466,True
size_8,303,14,-89.05110889653278,260.334601810476,954.3496955429392,-392.6658771083921,265.15178812786337,1196.739348352512,True
size_8,303,15,-549.6168824705185,494.43481285715706,1275.333514079917,-1288.8382209700223,496.8293040347512,1392.6354008113078,True
size_8,303,16,-1259.163433526873,482.5486987668726,1546.6529263579928,-1623.5004314816138,487.90378449676655,1719.7216873007703,True
size_8,303,17,-1279.9779940487438,346.8102405764796,1196.3959835720534,-1691.039226800245,350.93622339463184,1314.2313515407254,True
size_8,303,18,-888.1544695472414,289.8690340305983,877.8546171690973,-1773.0286433342144,297.30490954362665,1189.8985146720102,True
size_8,303,19,-1363.3386245974589,456.0695554452527,2056.21404244094,-1288.805011840548,460.3332494227529,2342.6552552217586,False
size_8,303,20,-888.5554151055471,-1751.9031380441918,549.5254921087012,-1458.2795347830656,-1786.180874762758,755.1682348087434,False
size_8,303,21,-883.2248168614578,293.9638535474715,874.6646662450737,-1090.6673063607966,302.6525429172972,1176.5578683134918,True
size_8,303,22,-494.7063802541628,364.2833268195362,924.3714574027696,-1093.1618664864827,371.3846116567976,1199.5341898988254,True
size_8,303,23,-837.777835430985,346.13564108970814,1255.6003258107,-660.7149650272625,349.6857523704137,1373.7985796625303,False
stress_loose,101,0,-1306.1748110166895,657.626498357303,1859.094416377241,-2055.544433696537,665.9913856697586,2146.7852559392923,True
stress_loose,101,1,-1195.0935538708875,570.7303373661686,2518.710892360006,-2318.9005472542326,565.5607405130545,2841.653445862639,False
stress_loose,101,2,-1274.630815148289,-2895.861904775621,1703.1297438809916,-2379.1869724611547,-2952.642428807121,2033.3343686429491,False
stress_loose,101,3,-1995.219641383342,-3284.9931751200534,1993.079682068471,-2737.0593729521133,-3342.123036781206,2252.735529606732,False
stress_loose,101,4,-1747.0874547669707,577.3293726639938,2287.528171355341,-2464.105491878035,581.2407326244984,2519.6286601381066,True
stress_loose,101,5,-1533.5416929558055,569.8053997227089,2356.096427989705,-2503.87197102224,568.7247617346515,2591.3989895501923,False
stress_loose,101,6,-1433.2921311675052,618.0250621851285,1599.2787712488082,-2084.768541037862,611.771651634135,1731.6316728652575,False
stress_loose,101,7,-631.6604454236441,771.4190266967628,1737.230362090215,-1200.2803956364996,764.5944160449249,1921.6814312218996,False
stress_loose,101,8,-315.7316074018946,-1360.6615751768434,1963.5860553077075,-975.087923550896,-1406.7594996366847,2145.6076492791703,False
stress_loose,101,9,-1049.5545346198337,650.5109958997785,1544.9621078921514,-2675.924390621802,658.4291288038271,1773.690056558446,True
stress_loose,101,10,-1452.3498703465425,771.8242780607383,2558.8889208863147,-2172.2334215359947,758.3643385504705,2786.7923656118915,False
stress_loose,101,11,-402.0572698427934,527.8764815464251,1662.874327891322,-933.6170340023,535.01964165304,2040.6360187980565,True
stress_loose,101,12,-691.9997466949077,552.1771787251894,1463.7795657768638,-801.8055333439488,551.2282485009347,1735.868738249374,False
stress_loose,101,13,-540.8346253234414,552.2426323223121,1879.8898231643036,-890.63545991641,558.2859950723209,2150.36824011462,True
stress_loose,101,14,-1359.4445783763647,703.2068803747385,2368.7612245191717,-2390.629368682646,710.664426073988,2820.5297698604254,True
stress_loose,101,15,-884.1133394918976,505.188170446791,1969.5951927640524,-1790.607330921647,507.6545109806816,2341.6995219492446,True
stress_loose,101,16,-1269.876563463847,398.9064768061981,1414.4675100987947,-1986.1536786156396,399.4058238972588,1645.2163432263492,True
stress_loose,101,17,-1715.4806589239572,632.8983777424053,2653.9059531334547,-1834.8209322893251,615.9000519229687,2853.8398682807992,False
stress_loose,101,18,-1419.128463196671,531.4585609800722,1760.339904391174,-2336.0601089268303,529.3498221986981,2107.327258993203,False
stress_loose,101,19,-1448.219128804223,-2712.2463374032827,2127.6452943874724,-2983.67442881675,-2796.0750062172465,2528.714787443409,False
stress_loose,101,20,-1247.7698999924253,444.3354755391984,1163.657201981812,-2244.840754319244,440.2772130145306,1374.1149442333622,False
stress_loose,101,21,-1016.5545358307672,594.1586093207832,1633.6942157638578,-1492.6521195982396,602.2915208669409,1938.6853470460696,True
stress_loose,101,22,-958.1326631515452,405.2736377057542,1524.577764760005,-1483.7437231006509,410.0891316236399,1821.5800083350607,True
stress_loose,101,23,-1255.380215498309,527.7417793849796,2257.8190804889023,-2264.371197355024,522.7400593128942,2597.4285519623195,False
stress_loose,202,0,-1132.739977482501,653.5186967260976,1730.146270086333,-2055.544433696537,665.9913856697586,2146.7852559392923,True
stress_loose,202,1,-1242.9983273229382,566.6034551845307,2483.191213824421,-2318.9005472542326,565.5607405130545,2841.653445862639,False
stress_loose,202,2,-1091.7046151365605,-2873.1473889401946,1628.3724406795848,-2379.1869724611547,-2952.642428807121,2033.3343686429491,False
stress_loose,202,3,-2054.9890841994047,-3257.132260069283,1900.3631448368997,-2737.0593729521133,-3342.123036781206,2252.735529606732,False
stress_loose,202,4,-1312.4639770482688,574.0699205741614,2107.474396892881,-2464.105491878035,581.2407326244984,2519.6286601381066,True
stress_loose,202,5,-1468.7946170455004,562.5553507310402,2249.382332467981,-2503.87197102224,568.7247617346515,2591.3989895501923,True
stress_loose,202,6,-1204.276324829579,605.1253997534393,1514.244253324115,-2084.768541037862,611.771651634135,1731.6316728652575,True
stress_loose,202,7,-592.0958499150508,753.743399079888,1607.2880659708978,-1200.2803956364996,764.5944160449249,1921.6814312218996,True
stress_loose,202,8,-280.3108924104852,-1350.7100470464777,1915.5653034509955,-975.087923550896,-1406.7594996366847,2145.6076492791703,False
stress_loose,202,9,-1106.179510302644,644.0647628093978,1433.3557306149262,-2675.924390621802,658.4291288038271,1773.690056558446,True
stress_loose,202,10,-1223.6956678147942,751.772146343791,2453.999574070904,-2172.2334215359947,758.3643385504705,2786.7923656118915,True
stress_loose,202,11,-326.63633878509887,524.8068114814658,1558.368688065587,-933.6170340023,535.01964165304,2040.6360187980565,True
stress_loose,202,12,-269.86988909568885,543.6709507454992,1373.5359396207264,-801.8055333439488,551.2282485009347,1735.868738249374,True
stress_loose,202,13,-368.6043889972223,550.4294655651008,1811.3189759882675,-890.63545991641,558.2859950723209,2150.36824011462,True
stress_loose,202,14,-1145.7949679618634,699.3787984066623,2187.802121141309,-2390.629368682646,710.664426073988,2820.5297698604254,True
stress_loose,202,15,-814.3678255582644,500.7704448556531,1895.8903653852344,-1790.607330921647,507.6545109806816,2341.6995219492446,True
stress_loose,202,16,-1335.4953011030666,399.0308891924219,1399.632568401919,-1986.1536786156396,399.4058238972588,1645.2163432263492,True
stress_loose,202,17,-1349.937330044768,618.0695622950268,2562.1267711142573,-1834.8209322893251,615.9000519229687,2853.8398682807992,False
stress_loose,202,18,-1425.836680078917,520.2253915266344,1677.8984927186964,-2336.0601089268303,529.3498221986981,2107.327258993203,True
stress_loose,202,19,-1704.8940360160743,-2778.7764900189127,2076.031636260238,-2983.67442881675,-2796.0750062172465,2528.714787443409,False
stress_loose,202,20,-1253.2292504043633,432.6428091177996,1075.1667568877017,-2244.840754319244,440.2772130145306,1374.1149442333622,True
stress_loose,202,21,-963.1889209607874,592.232020621375,1573.6656997444018,-1492.6521195982396,602.2915208669409,1938.6853470460696,True
stress_loose,202,22,-932.1110114358404,404.44808901980383,1469.8692468689474,-1483.7437231006509,410.0891316236399,1821.5800083350607,True
stress_loose,202,23,-975.1509076487536,510.0532417648678,2140.2569745139194,-2264.371197355024,522.7400593128942,2597.4285519623195,True
stress_loose,303,0,-888.4748500696629,653.056902077979,1710.2125746258953,-2055.544433696537,665.9913856697586,2146.7852559392923,True
stress_loose,303,1,-840.6671095318035,557.3294986371382,2328.8229967001016,-2318.9005472542326,565.5607405130545,2841.653445862639,True
stress_loose,303,2,-907.2327214872912,-2874.147939852008,1563.8262977715162,-2379.1869724611547,-2952.642428807121,2033.3343686429491,False
stress_loose,303,3,-1553.7999032444202,-3276.0475996053347,1841.9961045077405,-2737.0593729521133,-3342.123036781206,2252.735529606732,False
stress_loose,303,4,-1189.192960716938,574.0699205741614,2107.474396892881,-2464.105491878035,581.2407326244984,2519.6286601381066,True
stress_loose,303,5,-1135.69194945647,559.6897463923618,2182.2550730204634,-2503.87197102224,568.7247617346515,2591.3989895501923,True
stress_loose,303,6,-933.523850503535,603.2429281059522,1483.676261295325,-2084.768541037862,611.771651634135,1731.6316728652575,True
stress_loose,303,7,-490.2214810767096,753.743399079888,1607.2880659708978,-1200.2803956364996,764.5944160449249,1921.6814312218996,True
stress_loose,303,8,-339.62994346209325,-1358.0667586471334,1821.72855694025,-975.087923550896,-1406.7594996366847,2145.6076492791703,False
stress_loose,303,9,-776.1448875054551,644.0647628093978,1433.3557306149262,-2675.924390621802,658.4291288038271,1773.690056558446,True
stress_loose,303,10,-1022.452030963865,750.8160226366165,2380.8719175994224,-2172.2334215359947,758.3643385504705,2786.7923656118915,True
stress_loose,303,11,-205.09452976828356,524.5754999067522,1525.6842169675149,-933.6170340023,535.01964165304,2040.6360187980565,True
stress_loose,303,12,-317.6986800784462,543.0852552751167,1348.2514242284308,-801.8055333439488,551.2282485009347,1735.868738249374,True
stress_loose,303,13,-377.14163875193816,548.9403244474631,1737.2630392885403,-890.63545991641,558.2859950723209,2150.36824011462,True
stress_loose,303,14,-985.507320310074,699.3787984066623,2187.802121141309,-2390.629368682646,710.664426073988,2820.5297698604254,True
stress_loose,303,15,-562.5624710917601,500.4587157884186,1821.8353233632188,-1790.607330921647,507.6545109806816,2341.6995219492446,True
stress_loose,303,16,-912.1347145268104,391.4911151225588,1307.5353154514032,-1986.1536786156396,399.4058238972588,1645.2163432263492,True
stress_loose,303,17,-1247.565301167565,611.2705633071662,2459.035530057741,-1834.8209322893251,615.9000519229687,2853.8398682807992,True
stress_loose,303,18,-1153.2555702710615,519.6079520838749,1628.8333679820291,-2336.0601089268303,529.3498221986981,2107.327258993203,True
stress_loose,303,19,-1127.7667102969983,-2367.013722945698,1967.775726185396,-2983.67442881675,-2796.0750062172465,2528.714787443409,False
stress_loose,303,20,-1095.937530723046,432.26825968358327,1068.7174136738597,-2244.840754319244,440.2772130145306,1374.1149442333622,True
stress_loose,303,21,-770.7366638681173,590.4902613484311,1508.6219599919198,-1492.6521195982396,602.2915208669409,1938.6853470460696,True
stress_loose,303,22,-673.703590649639,403.0043955786493,1403.7994757680442,-1483.7437231006509,410.0891316236399,1821.5800083350607,True
stress_loose,303,23,-891.8789765442148,509.40481086198713,2098.9171758905422,-2264.371197355024,522.7400593128942,2597.4285519623195,True
stress_medium,101,0,-1306.1748110166895,657.626498357303,1859.094416377241,-2127.737997699929,658.7320672675684,1916.6089787968767,True
stress_medium,101,1,-1195.0935538708875,570.7303373661686,2518.710892360006,-1903.3788010958956,562.1733139510045,2583.145680492088,False
stress_medium,101,2,-1274.630815148289,-2895.861904775621,1703.1297438809916,-1516.7667539840097,-2959.125490753533,1770.3604322807062,False
stress_medium,101,3,-1995.219641383342,-3284.9931751200534,1993.079682068471,-2514.39192639162,-3307.96190561788,2010.087639284838,False
stress_medium,101,4,-1747.0874547669707,577.3293726639938,2287.528171355341,-2801.387645754478,578.6452982852114,2328.386658210813,True
stress_medium,101,5,-1533.5416929558055,569.8053997227089,2356.096427989705,-2326.7993883858226,563.1538421030872,2360.8717870678984,False
stress_medium,101,6,-1433.2921311675052,618.0250621851285,1599.2787712488082,-2024.334813572176,611.771651634135,1731.6316728652575,False
stress_medium,101,7,-631.6604454236441,771.4190266967628,1737.230362090215,-1521.252183429312,761.4919466553063,1801.877266975494,False
stress_medium,101,8,-315.7316074018946,-1360.6615751768434,1963.5860553077075,-979.4030304261612,-1383.6831751705486,1976.3087091281463,False
stress_medium,101,9,-1049.5545346198337,650.5109958997785,1544.9621078921514,-2211.2157846804507,658.4291288038271,1773.690056558446,True
stress_medium,101,10,-1452.3498703465425,771.8242780607383,2558.8889208863147,-1864.8893295571013,755.3846062983724,2623.056905616905,False
stress_medium,101,11,-402.0572698427934,527.8764815464251,1662.874327891322,-954.1584048016966,532.6151274931702,1776.5984103731766,True
stress_medium,101,12,-691.9997466949077,552.1771787251894,1463.7795657768638,-1019.7850702007026,551.2282485009347,1735.868738249374,False
stress_medium,101,13,-540.8346253234414,552.2426323223121,1879.8898231643036,-1431.6366890735708,552.6479382049833,1910.7960067185973,True
stress_medium,101,14,-1359.4445783763647,703.2068803747385,2368.7612245191717,-2020.2209446282068,704.5464727768795,2479.031671092396,True
stress_medium,101,15,-884.1133394918976,505.188170446791,1969.5951927640524,-1942.0450078474664,502.5646062292613,1997.6638799253344,False
stress_medium,101,16,-1269.876563463847,398.9064768061981,1414.4675100987947,-2023.7466765646448,399.4058238972588,1645.2163432263492,True
stress_medium,101,17,-1715.4806589239572,632.8983777424053,2653.9059531334547,-1940.0161312127404,613.7418676490578,2673.599989067965,False
stress_medium,101,18,-1419.128463196671,531.4585609800722,1760.339904391174,-1881.0846181164272,522.8626883600732,1783.8642528278765,False
stress_medium,101,19,-1448.219128804223,-2712.2463374032827,2127.6452943874724,-2401.244448315684,-2785.156796133829,2127.464982863988,False
stress_medium,101,20,-1247.7698999924253,444.3354755391984,1163.657201981812,-2118.043574220408,440.2772130145306,1374.1149442333622,False
stress_medium,101,21,-1016.5545358307672,594.1586093207832,1633.6942157638578,-1235.596965309287,596.116140081609,1760.5758617509114,True
stress_medium,101,22,-958.1326631515452,405.2736377057542,1524.577764760005,-1135.1247001386091,409.7764700331851,1798.8554083595084,True
stress_medium,101,23,-1255.380215498309,527.7417793849796,2257.8190804889023,-1708.9866480821472,517.9744382545614,2282.4697748239414,False
stress_medium,202,0,-1136.840466720909,653.5186967260976,1730.146270086333,-2127.737997699929,658.7320672675684,1916.6089787968767,True
stress_medium,202,1,-1239.5342988661107,566.6034551845307,2483.191213824421,-1903.3788010958956,562.1733139510045,2583.145680492088,False
stress_medium,202,2,-1062.3912143233067,-2873.1473889401946,1628.3724406795848,-1516.7667539840097,-2959.125490753533,1770.3604322807062,False
stress_medium,202,3,-1901.2426675236204,-3276.0475996053347,1841.9961045077405,-2514.39192639162,-3307.96190561788,2010.087639284838,False
stress_medium,202,4,-1312.4639770482688,574.0699205741614,2107.474396892881,-2801.387645754478,578.6452982852114,2328.386658210813,True
stress_medium,202,5,-1468.9084250594103,562.5553507310402,2249.382332467981,-2326.7993883858226,563.1538421030872,2360.8717870678984,True
stress_medium,202,6,-1179.428001326344,605.1253997534393,1514.244253324115,-2024.334813572176,611.771651634135,1731.6316728652575,True
stress_medium,202,7,-532.3817248067313,753.743399079888,1607.2880659708978,-1521.252183429312,761.4919466553063,1801.877266975494,True
stress_medium,202,8,-290.45353752806005,-1350.7100470464777,1915.5653034509955,-979.4030304261612,-1383.6831751705486,1976.3087091281463,False
stress_medium,202,9,-1091.8147158893823,644.0647628093978,1433.3557306149262,-2211.2157846804507,658.4291288038271,1773.690056558446,True
stress_medium,202,10,-1223.6956678147942,751.772146343791,2453.999574070904,-1864.8893295571013,755.3846062983724,2623.056905616905,True
stress_medium,202,11,-298.1865630396689,524.8068114814658,1558.368688065587,-954.1584048016966,532.6151274931702,1776.5984103731766,True
stress_medium,202,12,-289.7170848344956,543.6709507454992,1373.5359396207264,-1019.7850702007026,551.2282485009347,1735.868738249374,True
stress_medium,202,13,-359.87688560605125,550.4294655651008,1811.3189759882675,-1431.6366890735708,552.6479382049833,1910.7960067185973,True
stress_medium,202,14,-1145.7949679618634,699.3787984066623,2187.802121141309,-2020.2209446282068,704.5464727768795,2479.031671092396,True
stress_medium,202,15,-814.3678255582644,500.7704448556531,1895.8903653852344,-1942.0450078474664,502.5646062292613,1997.6638799253344,True
stress_medium,202,16,-1323.5333772875329,399.0308891924219,1399.632568401919,-2023.7466765646448,399.4058238972588,1645.2163432263492,True
stress_medium,202,17,-1334.341160367677,618.0695622950268,2562.1267711142573,-1940.0161312127404,613.7418676490578,2673.599989067965,False
stress_medium,202,18,-1408.9268845940817,520.2253915266344,1677.8984927186964,-1881.0846181164272,522.8626883600732,1783.8642528278765,True
stress_medium,202,19,-1652.0043932366734,-2358.5971512118304,2017.782454313092,-2401.244448315684,-2785.156796133829,2127.464982863988,False
stress_medium,202,20,-1207.5336455846948,432.6428091177996,1075.1667568877017,-2118.043574220408,440.2772130145306,1374.1149442333622,True
stress_medium,202,21,-963.1889209607874,592.232020621375,1573.6656997444018,-1235.596965309287,596.116140081609,1760.5758617509114,True
stress_medium,202,22,-911.5851115292672,403.9929009033417,1437.2029351685337,-1135.1247001386091,409.7764700331851,1798.8554083595084,True
stress_medium,202,23,-960.6913000536078,510.0532417648678,2140.2569745139194,-1708.9866480821472,517.9744382545614,2282.4697748239414,True
stress_medium,303,0,-888.4748500696629,653.056902077979,1710.2125746258953,-2127.737997699929,658.7320672675684,1916.6089787968767,True
stress_medium,303,1,-840.6671095318035,557.3294986371382,2328.8229967001016,-1903.3788010958956,562.1733139510045,2583.145680492088,True
stress_medium,303,2,-907.2327214872912,-2874.147939852008,1563.8262977715162,-1516.7667539840097,-2959.125490753533,1770.3604322807062,False
stress_medium,303,3,-1553.7999032444202,-3276.0475996053347,1841.9961045077405,-2514.39192639162,-3307.96190561788,2010.087639284838,False
stress_medium,303,4,-1189.192960716938,574.0699205741614,2107.474396892881,-2801.387645754478,578.6452982852114,2328.386658210813,True
stress_medium,303,5,-1135.69194945647,559.6897463923618,2182.2550730204634,-2326.7993883858226,563.1538421030872,2360.8717870678984,True
stress_medium,303,6,-933.523850503535,603.2429281059522,1483.676261295325,-2024.334813572176,611.771651634135,1731.6316728652575,True
stress_medium,303,7,-490.2214810767096,753.743399079888,1607.2880659708978,-1521.252183429312,761.4919466553063,1801.877266975494,True
stress_medium,303,8,-339.62994346209325,-1358.0667586471334,1821.72855694025,-979.4030304261612,-1383.6831751705486,1976.3087091281463,False
stress_medium,303,9,-776.1448875054551,644.0647628093978,1433.3557306149262,-2211.2157846804507,658.4291288038271,1773.690056558446,True
stress_medium,303,10,-1022.452030963865,750.8160226366165,2380.8719175994224,-1864.8893295571013,755.3846062983724,2623.056905616905,True
stress_medium,303,11,-205.09452976828356,524.5754999067522,1525.6842169675149,-954.1584048016966,532.6151274931702,1776.5984103731766,True
stress_medium,303,12,-317.6986800784462,543.0852552751167,1348.2514242284308,-1019.7850702007026,551.2282485009347,1735.868738249374,True
stress_medium,303,13,-377.14163875193816,548.9403244474631,1737.2630392885403,-1431.6366890735708,552.6479382049833,1910.7960067185973,True
stress_medium,303,14,-985.507320310074,699.3787984066623,2187.802121141309,-2020.2209446282068,704.5464727768795,2479.031671092396,True
stress_medium,303,15,-562.5624710917601,500.4587157884186,1821.8353233632188,-1942.0450078474664,502.5646062292613,1997.6638799253344,True
stress_medium,303,16,-912.1347145268104,391.4911151225588,1307.5353154514032,-2023.7466765646448,399.4058238972588,1645.2163432263492,True
stress_medium,303,17,-1247.565301167565,611.2705633071662,2459.035530057741,-1940.0161312127404,613.7418676490578,2673.599989067965,True
stress_medium,303,18,-1153.2555702710615,519.6079520838749,1628.8333679820291,-1881.0846181164272,522.8626883600732,1783.8642528278765,True
