case,policy,policy_seed,portfolio,value_gap,loss_gap,default_rate_gap
pd_under,PPO_hard,101,1,-132.9533520100582,283.7141112693232,0.08333333333333337
pd_under,PPO_hard,101,2,-70.4740653525921,238.6069041838731,0.0
pd_under,PPO_hard,101,3,220.81351324690445,12.945596071250293,-0.16666666666666663
pd_under,PPO_hard,101,4,-153.76008071874992,330.0310630863348,-0.08333333333333326
pd_under,PPO_hard,101,5,97.53831989831315,104.87864741128465,-0.08333333333333337
pd_under,PPO_hard,101,6,11.876143949383732,164.5643890656097,-0.16666666666666663
pd_under,PPO_hard,101,7,327.7762058925317,-46.548656928330615,-0.08333333333333337
pd_under,PPO_hard,202,0,224.43393210281397,197.0608377327303,-0.16666666666666663
pd_under,PPO_hard,202,1,289.4743131145195,-9.326546262287707,-0.08333333333333337
pd_under,PPO_hard,202,2,18.84785114861006,259.2937935783144,0.0
pd_under,PPO_hard,202,3,257.714416522967,103.64723173952643,-0.16666666666666663
pd_under,PPO_hard,202,4,83.45464305817154,134.28158645061512,-0.08333333333333326
pd_under,PPO_hard,202,5,319.0791713403496,-0.03494372508089327,-0.08333333333333337
pd_under,PPO_hard,202,6,306.82667838574446,71.10250754606477,-0.08333333333333337
pd_under,PPO_hard,202,7,187.67024430066292,146.9931671124017,-0.08333333333333337
pd_under,PPO_hard,303,0,0.0,0.0,0.0
pd_under,PPO_hard,303,1,0.0,0.0,0.0
pd_under,PPO_hard,303,2,0.0,0.0,0.0
pd_under,PPO_hard,303,3,0.0,0.0,0.0
pd_under,PPO_hard,303,4,0.0,0.0,0.0
pd_under,PPO_hard,303,5,0.0,0.0,0.0
pd_under,PPO_hard,303,6,0.0,0.0,0.0
pd_under,PPO_hard,303,7,0.0,0.0,0.0
pd_under,PPO_penalty,101,0,0.0,0.0,0.0
pd_under,PPO_penalty,101,1,0.0,0.0,0.0
pd_under,PPO_penalty,101,2,0.0,0.0,0.0
pd_under,PPO_penalty,101,3,0.0,0.0,0.0
pd_under,PPO_penalty,101,4,0.0,0.0,0.0
pd_under,PPO_penalty,101,5,0.0,0.0,0.0
pd_under,PPO_penalty,101,6,0.0,0.0,0.0
pd_under,PPO_penalty,101,7,0.0,0.0,0.0
pd_under,PPO_penalty,202,0,0.0,0.0,0.0
pd_under,PPO_penalty,202,1,0.0,0.0,0.0
pd_under,PPO_penalty,202,2,0.0,0.0,0.0
pd_under,PPO_penalty,202,3,0.0,0.0,0.0
pd_under,PPO_penalty,202,4,0.0,0.0,0.0
pd_under,PPO_penalty,202,5,0.0,0.0,0.0
pd_under,PPO_penalty,202,6,0.0,0.0,0.0
pd_under,PPO_penalty,202,7,0.0,0.0,0.0
pd_under,PPO_penalty,303,0,0.0,0.0,0.0
pd_under,PPO_penalty,303,1,0.0,0.0,0.0
pd_under,PPO_penalty,303,2,0.0,0.0,0.0
pd_under,PPO_penalty,303,3,0.0,0.0,0.0
pd_under,PPO_penalty,303,4,0.0,0.0,0.0
pd_under,PPO_penalty,303,5,0.0,0.0,0.0
pd_under,PPO_penalty,303,6,0.0,0.0,0.0
pd_under,PPO_penalty,303,7,0.0,0.0,0.0
pd_under,PPO_unconstrained,101,0,0.0,0.0,0.0
pd_under,PPO_unconstrained,101,1,0.0,0.0,0.0
pd_under,PPO_unconstrained,101,2,0.0,0.0,0.0
pd_under,PPO_unconstrained,101,3,0.0,0.0,0.0
pd_under,PPO_unconstrained,101,4,0.0,0.0,0.0
pd_under,PPO_unconstrained,101,5,0.0,0.0,0.0
pd_under,PPO_unconstrained,101,6,0.0,0.0,0.0
pd_under,PPO_unconstrained,101,7,0.0,0.0,0.0
pd_under,PPO_unconstrained,202,0,0.0,0.0,0.0
pd_under,PPO_unconstrained,202,1,0.0,0.0,0.0
pd_under,PPO_unconstrained,202,2,0.0,0.0,0.0
pd_under,PPO_unconstrained,202,3,0.0,0.0,0.0
pd_under,PPO_unconstrained,202,4,0.0,0.0,0.0
pd_under,PPO_unconstrained,202,5,0.0,0.0,0.0
pd_under,PPO_unconstrained,202,6,0.0,0.0,0.0
pd_under,PPO_unconstrained,202,7,0.0,0.0,0.0
pd_under,PPO_unconstrained,303,0,0.0,0.0,0.0
pd_under,PPO_unconstrained,303,1,0.0,0.0,0.0
pd_under,PPO_unconstrained,303,2,0.0,0.0,0.0
pd_under,PPO_unconstrained,303,3,0.0,0.0,0.0
pd_under,PPO_unconstrained,303,4,0.0,0.0,0.0
pd_under,PPO_unconstrained,303,5,0.0,0.0,0.0
pd_under,PPO_unconstrained,303,6,0.0,0.0,0.0
pd_under,PPO_unconstrained,303,7,0.0,0.0,0.0
portfolio_world_0,PPO_hard,101,0,-485.14945969584494,654.7206203110713,0.08333333333333337
portfolio_world_0,PPO_hard,101,1,-355.9840709286692,488.8798997382273,0.0
portfolio_world_0,PPO_hard,101,2,33.592831589379216,175.73447065542337,0.0
portfolio_world_0,PPO_hard,101,3,-468.74041237225515,613.0929413518461,0.08333333333333326
portfolio_world_0,PPO_hard,101,4,-490.6940877361012,619.1867059579097,0.0
portfolio_world_0,PPO_hard,101,5,-216.53390319501545,377.7557326830831,-0.08333333333333337
portfolio_world_0,PPO_hard,101,6,-201.82789171747447,364.09283316482083,0.0
portfolio_world_0,PPO_hard,101,7,-209.4630251807933,421.65436999864403,0.0
portfolio_world_0,PPO_hard,202,0,-297.8258350205755,484.59985590030306,0.0
portfolio_world_0,PPO_hard,202,1,-198.78447205140674,406.61020213990196,-0.08333333333333337
portfolio_world_0,PPO_hard,202,2,137.01589914254293,70.82457374473461,-0.08333333333333337
portfolio_world_0,PPO_hard,202,3,-235.78100272956704,390.9618240365635,0.0
portfolio_world_0,PPO_hard,202,4,-50.368567537531135,177.08793889176286,-0.08333333333333337
portfolio_world_0,PPO_hard,202,5,-238.5581155540831,353.6204137457871,-0.08333333333333337
portfolio_world_0,PPO_hard,202,6,-239.10592822099386,363.96842555539,0.0
portfolio_world_0,PPO_hard,202,7,-265.36284557277605,409.02366258414474,0.0
portfolio_world_0,PPO_hard,303,0,0.0,0.0,0.0
portfolio_world_0,PPO_hard,303,1,0.0,0.0,0.0
portfolio_world_0,PPO_hard,303,2,0.0,0.0,0.0
portfolio_world_0,PPO_hard,303,3,0.0,0.0,0.0
portfolio_world_0,PPO_hard,303,4,0.0,0.0,0.0
portfolio_world_0,PPO_hard,303,5,0.0,0.0,0.0
portfolio_world_0,PPO_hard,303,6,0.0,0.0,0.0
portfolio_world_0,PPO_hard,303,7,0.0,0.0,0.0
portfolio_world_0,PPO_penalty,101,0,0.0,0.0,0.0
portfolio_world_0,PPO_penalty,101,1,0.0,0.0,0.0
portfolio_world_0,PPO_penalty,101,2,0.0,0.0,0.0
portfolio_world_0,PPO_penalty,101,3,0.0,0.0,0.0
portfolio_world_0,PPO_penalty,101,4,0.0,0.0,0.0
portfolio_world_0,PPO_penalty,101,5,8.219423175792144,-8.559404201407233,0.0
portfolio_world_0,PPO_penalty,101,6,0.0,0.0,0.0
portfolio_world_0,PPO_penalty,101,7,0.0,0.0,0.0
portfolio_world_0,PPO_penalty,202,0,0.0,0.0,0.0
portfolio_world_0,PPO_penalty,202,1,0.0,0.0,0.0
portfolio_world_0,PPO_penalty,202,2,0.0,0.0,0.0
portfolio_world_0,PPO_penalty,202,3,0.0,0.0,0.0
portfolio_world_0,PPO_penalty,202,4,0.0,0.0,0.0
portfolio_world_0,PPO_penalty,202,5,8.219423175792144,-8.559404201407233,0.0
portfolio_world_0,PPO_penalty,202,6,0.0,0.0,0.0
portfolio_world_0,PPO_penalty,202,7,0.0,0.0,0.0
portfolio_world_0,PPO_penalty,303,0,0.0,0.0,0.0
portfolio_world_0,PPO_penalty,303,1,0.0,0.0,0.0
portfolio_world_0,PPO_penalty,303,2,0.0,0.0,0.0
portfolio_world_0,PPO_penalty,303,3,0.0,0.0,0.0
portfolio_world_0,PPO_penalty,303,4,0.0,0.0,0.0
portfolio_world_0,PPO_penalty,303,5,8.219423175792144,-8.559404201407233,0.0
portfolio_world_0,PPO_penalty,303,6,0.0,0.0,0.0
portfolio_world_0,PPO_penalty,303,7,0.0,0.0,0.0
portfolio_world_0,PPO_unconstrained,101,0,0.0,0.0,0.0
portfolio_world_0,PPO_unconstrained,101,1,0.0,0.0,0.0
portfolio_world_0,PPO_unconstrained,101,2,0.0,0.0,0.0
portfolio_world_0,PPO_unconstrained,101,3,0.0,0.0,0.0
portfolio_world_0,PPO_unconstrained,101,4,0.0,0.0,0.0
portfolio_world_0,PPO_unconstrained,101,5,8.219423175792144,-8.559404201407233,0.0
portfolio_world_0,PPO_unconstrained,101,6,0.0,0.0,0.0
portfolio_world_0,PPO_unconstrained,101,7,0.0,0.0,0.0
portfolio_world_0,PPO_unconstrained,202,0,0.0,0.0,0.0
portfolio_world_0,PPO_unconstrained,202,1,0.0,0.0,0.0
portfolio_world_0,PPO_unconstrained,202,2,0.0,0.0,0.0
portfolio_world_0,PPO_unconstrained,202,3,0.0,0.0,0.0
portfolio_world_0,PPO_unconstrained,202,4,0.0,0.0,0.0
portfolio_world_0,PPO_unconstrained,202,5,8.219423175792144,-8.559404201407233,0.0
portfolio_world_0,PPO_unconstrained,202,6,0.0,0.0,0.0
portfolio_world_0,PPO_unconstrained,202,7,0.0,0.0,0.0
portfolio_world_0,PPO_unconstrained,303,0,0.0,0.0,0.0
portfolio_world_0,PPO_unconstrained,303,1,0.0,0.0,0.0
portfolio_world_0,PPO_unconstrained,303,2,0.0,0.0,0.0
portfolio_world_0,PPO_unconstrained,303,3,0.0,0.0,0.0
portfolio_world_0,PPO_unconstrained,303,4,0.0,0.0,0.0
portfolio_world_0,PPO_unconstrained,303,5,8.219423175792144,-8.559404201407233,0.0
portfolio_world_0,PPO_unconstrained,303,6,0.0,0.0,0.0
portfolio_world_0,PPO_unconstrained,303,7,0.0,0.0,0.0
portfolio_world_1,PPO_hard,101,0,-502.531410118347,637.469150116717,0.0
portfolio_world_1,PPO_hard,101,1,-101.4964884315923,229.42819932818338,0.0
portfolio_world_1,PPO_hard,101,2,-345.9132123829736,460.9666684072806,0.0
portfolio_world_1,PPO_hard,101,3,-356.65367059806795,503.6390209197448,0.0
portfolio_world_1,PPO_hard,101,4,-239.7023703101495,394.49702615150704,-0.08333333333333337
portfolio_world_1,PPO_hard,101,5,-382.57218073185004,474.8157946293834,-0.08333333333333337
portfolio_world_1,PPO_hard,101,6,-544.8920358214898,613.7323833713331,0.08333333333333337
portfolio_world_1,PPO_hard,101,7,-280.50665198074535,466.3935826699486,0.0
portfolio_world_1,PPO_hard,202,0,-285.24974107344667,469.1954021208435,0.0
portfolio_world_1,PPO_hard,202,1,-212.81566657845883,308.39108544927285,0.0
portfolio_world_1,PPO_hard,202,2,-181.1897393614845,255.59444929538245,0.08333333333333326
portfolio_world_1,PPO_hard,202,3,-233.02972680178323,392.8917919249766,0.0
portfolio_world_1,PPO_hard,202,4,-276.40121223741517,335.27761073522606,0.0
portfolio_world_1,PPO_hard,202,5,-288.24333828985095,364.42278637749564,-0.08333333333333337
portfolio_world_1,PPO_hard,202,6,-323.00256654167947,433.16938668402895,0.0
portfolio_world_1,PPO_hard,202,7,-69.15536013079611,212.8555895247265,-0.08333333333333326
portfolio_world_1,PPO_hard,303,0,0.0,0.0,0.0
portfolio_world_1,PPO_hard,303,1,0.0,0.0,0.0
portfolio_world_1,PPO_hard,303,2,0.0,0.0,0.0
portfolio_world_1,PPO_hard,303,3,0.0,0.0,0.0
portfolio_world_1,PPO_hard,303,4,0.0,0.0,0.0
portfolio_world_1,PPO_hard,303,5,0.0,0.0,0.0
portfolio_world_1,PPO_hard,303,6,0.0,0.0,0.0
portfolio_world_1,PPO_hard,303,7,0.0,0.0,0.0
portfolio_world_1,PPO_penalty,101,0,0.0,0.0,0.0
portfolio_world_1,PPO_penalty,101,1,0.0,0.0,0.0
portfolio_world_1,PPO_penalty,101,2,0.0,0.0,0.0
portfolio_world_1,PPO_penalty,101,3,0.0,0.0,0.0
portfolio_world_1,PPO_penalty,101,4,0.0,0.0,0.0
portfolio_world_1,PPO_penalty,101,5,18.740022967366485,-19.25865945316582,0.0
portfolio_world_1,PPO_penalty,101,6,0.0,0.0,0.0
portfolio_world_1,PPO_penalty,101,7,0.0,0.0,0.0
portfolio_world_1,PPO_penalty,202,0,0.0,0.0,0.0
portfolio_world_1,PPO_penalty,202,1,0.0,0.0,0.0
portfolio_world_1,PPO_penalty,202,2,0.0,0.0,0.0
portfolio_world_1,PPO_penalty,202,3,0.0,0.0,0.0
portfolio_world_1,PPO_penalty,202,4,0.0,0.0,0.0
portfolio_world_1,PPO_penalty,202,5,18.740022967366485,-19.25865945316582,0.0
portfolio_world_1,PPO_penalty,202,6,0.0,0.0,0.0
portfolio_world_1,PPO_penalty,202,7,0.0,0.0,0.0
portfolio_world_1,PPO_penalty,303,0,0.0,0.0,0.0
portfolio_world_1,PPO_penalty,303,1,0.0,0.0,0.0
portfolio_world_1,PPO_penalty,303,2,0.0,0.0,0.0
portfolio_world_1,PPO_penalty,303,3,0.0,0.0,0.0
portfolio_world_1,PPO_penalty,303,4,0.0,0.0,0.0
portfolio_world_1,PPO_penalty,303,5,18.740022967366485,-19.25865945316582,0.0
portfolio_world_1,PPO_penalty,303,6,0.0,0.0,0.0
portfolio_world_1,PPO_penalty,303,7,0.0,0.0,0.0
portfolio_world_1,PPO_unconstrained,101,0,0.0,0.0,0.0
portfolio_world_1,PPO_unconstrained,101,1,0.0,0.0,0.0
portfolio_world_1,PPO_unconstrained,101,2,0.0,0.0,0.0
portfolio_world_1,PPO_unconstrained,101,3,0.0,0.0,0.0
portfolio_world_1,PPO_unconstrained,101,4,0.0,0.0,0.0
portfolio_world_1,PPO_unconstrained,101,5,18.740022967366485,-19.25865945316582,0.0
portfolio_world_1,PPO_unconstrained,101,6,0.0,0.0,0.0
portfolio_world_1,PPO_unconstrained,101,7,0.0,0.0,0.0
portfolio_world_1,PPO_unconstrained,202,0,0.0,0.0,0.0
portfolio_world_1,PPO_unconstrained,202,1,0.0,0.0,0.0
portfolio_world_1,PPO_unconstrained,202,2,0.0,0.0,0.0
portfolio_world_1,PPO_unconstrained,202,3,0.0,0.0,0.0
portfolio_world_1,PPO_unconstrained,202,4,0.0,0.0,0.0
portfolio_world_1,PPO_unconstrained,202,5,18.740022967366485,-19.25865945316582,0.0
portfolio_world_1,PPO_unconstrained,202,6,0.0,0.0,0.0
portfolio_world_1,PPO_unconstrained,202,7,0.0,0.0,0.0
portfolio_world_1,PPO_unconstrained,303,0,0.0,0.0,0.0
portfolio_world_1,PPO_unconstrained,303,1,0.0,0.0,0.0
portfolio_world_1,PPO_unconstrained,303,2,0.0,0.0,0.0
portfolio_world_1,PPO_unconstrained,303,3,0.0,0.0,0.0
portfolio_world_1,PPO_unconstrained,303,4,0.0,0.0,0.0
portfolio_world_1,PPO_unconstrained,303,5,18.740022967366485,-19.25865945316582,0.0
portfolio_world_1,PPO_unconstrained,303,6,0.0,0.0,0.0
portfolio_world_1,PPO_unconstrained,303,7,0.0,0.0,0.0
portfolio_world_2,PPO_hard,101,0,-439.32389236967344,595.735332887376,-0.08333333333333326
portfolio_world_2,PPO_hard,101,1,-406.6195094941912,511.2730288637822,0.0
portfolio_world_2,PPO_hard,101,2,-240.9487367199098,377.332219577062,0.0
portfolio_world_2,PPO_hard,101,3,-256.9067565436362,428.08373619342797,0.08333333333333337
portfolio_world_2,PPO_hard,101,4,-229.2476909714287,400.33153436857015,-0.16666666666666663
portfolio_world_2,PPO_hard,101,5,-189.07714272885278,337.11318531321103,-0.08333333333333337
portfolio_world_2,PPO_hard,101,6,-309.8796910978276,442.1074196469458,0.0
portfolio_world_2,PPO_hard,101,7,-276.35740677224527,472.87705736125736,0.0
portfolio_world_2,PPO_hard,202,0,-114.76976917941613,329.08042026901967,-0.16666666666666663
portfolio_world_2,PPO_hard,202,1,-423.13929006720093,525.1012551371414,0.0
portfolio_world_2,PPO_hard,202,2,-76.15597901947206,207.57064664114932,0.0
portfolio_world_2,PPO_hard,202,3,-428.3171615217145,591.587506688277,0.16666666666666663
portfolio_world_2,PPO_hard,202,4,-8.259339923514744,139.86099334961727,-0.16666666666666663
portfolio_world_2,PPO_hard,202,5,-519.891768784436,561.3818335686392,0.0
portfolio_world_2,PPO_hard,202,6,-373.08728820933266,501.41905293324044,0.0
portfolio_world_2,PPO_hard,202,7,-257.02447440097404,410.61201668231274,-0.08333333333333326
portfolio_world_2,PPO_hard,303,0,0.0,0.0,0.0
portfolio_world_2,PPO_hard,303,1,0.0,0.0,0.0
portfolio_world_2,PPO_hard,303,2,0.0,0.0,0.0
portfolio_world_2,PPO_hard,303,3,0.0,0.0,0.0
portfolio_world_2,PPO_hard,303,4,0.0,0.0,0.0
portfolio_world_2,PPO_hard,303,5,0.0,0.0,0.0
portfolio_world_2,PPO_hard,303,6,0.0,0.0,0.0
portfolio_world_2,PPO_hard,303,7,0.0,0.0,0.0
portfolio_world_2,PPO_penalty,101,0,0.0,0.0,0.0
portfolio_world_2,PPO_penalty,101,1,0.0,0.0,0.0
portfolio_world_2,PPO_penalty,101,2,0.0,0.0,0.0
portfolio_world_2,PPO_penalty,101,3,0.0,0.0,0.0
portfolio_world_2,PPO_penalty,101,4,0.0,0.0,0.0
portfolio_world_2,PPO_penalty,101,5,0.0,0.0,0.0
portfolio_world_2,PPO_penalty,101,6,0.0,0.0,0.0
portfolio_world_2,PPO_penalty,101,7,0.0,0.0,0.0
portfolio_world_2,PPO_penalty,202,0,0.0,0.0,0.0
portfolio_world_2,PPO_penalty,202,1,0.0,0.0,0.0
portfolio_world_2,PPO_penalty,202,2,0.0,0.0,0.0
portfolio_world_2,PPO_penalty,202,3,0.0,0.0,0.0
portfolio_world_2,PPO_penalty,202,4,0.0,0.0,0.0
portfolio_world_2,PPO_penalty,202,5,0.0,0.0,0.0
portfolio_world_2,PPO_penalty,202,6,0.0,0.0,0.0
portfolio_world_2,PPO_penalty,202,7,0.0,0.0,0.0
portfolio_world_2,PPO_penalty,303,0,0.0,0.0,0.0
portfolio_world_2,PPO_penalty,303,1,0.0,0.0,0.0
portfolio_world_2,PPO_penalty,303,2,0.0,0.0,0.0
portfolio_world_2,PPO_penalty,303,3,0.0,0.0,0.0
portfolio_world_2,PPO_penalty,303,4,0.0,0.0,0.0
portfolio_world_2,PPO_penalty,303,5,0.0,0.0,0.0
portfolio_world_2,PPO_penalty,303,6,0.0,0.0,0.0
portfolio_world_2,PPO_penalty,303,7,0.0,0.0,0.0
portfolio_world_2,PPO_unconstrained,101,0,0.0,0.0,0.0
portfolio_world_2,PPO_unconstrained,101,1,0.0,0.0,0.0
portfolio_world_2,PPO_unconstrained,101,2,0.0,0.0,0.0
portfolio_world_2,PPO_unconstrained,101,3,0.0,0.0,0.0
portfolio_world_2,PPO_unconstrained,101,4,0.0,0.0,0.0
portfolio_world_2,PPO_unconstrained,101,5,0.0,0.0,0.0
portfolio_world_2,PPO_unconstrained,101,6,0.0,0.0,0.0
portfolio_world_2,PPO_unconstrained,101,7,0.0,0.0,0.0
portfolio_world_2,PPO_unconstrained,202,0,0.0,0.0,0.0
portfolio_world_2,PPO_unconstrained,202,1,0.0,0.0,0.0
portfolio_world_2,PPO_unconstrained,202,2,0.0,0.0,0.0
portfolio_world_2,PPO_unconstrained,202,3,0.0,0.0,0.0
portfolio_world_2,PPO_unconstrained,202,4,0.0,0.0,0.0
portfolio_world_2,PPO_unconstrained,202,5,0.0,0.0,0.0
portfolio_world_2,PPO_unconstrained,202,6,0.0,0.0,0.0
portfolio_world_2,PPO_unconstrained,202,7,0.0,0.0,0.0
portfolio_world_2,PPO_unconstrained,303,0,0.0,0.0,0.0
portfolio_world_2,PPO_unconstrained,303,1,0.0,0.0,0.0
portfolio_world_2,PPO_unconstrained,303,2,0.0,0.0,0.0
portfolio_world_2,PPO_unconstrained,303,3,0.0,0.0,0.0
portfolio_world_2,PPO_unconstrained,303,4,0.0,0.0,0.0
portfolio_world_2,PPO_unconstrained,303,5,0.0,0.0,0.0
portfolio_world_2,PPO_unconstrained,303,6,0.0,0.0,0.0
portfolio_world_2,PPO_unconstrained,303,7,0.0,0.0,0.0
size_24,PPO_hard,101,0,-103.25012053568258,296.5588275102459,-0.04166666666666674
size_24,PPO_hard,101,1,157.80793599658762,45.90746108827432,-0.16666666666666669
size_24,PPO_hard,101,2,44.89956784121523,122.00812438250296,-0.08333333333333337
size_24,PPO_hard,101,3,-44.41868619911679,214.23062533818484,-0.08333333333333337
size_24,PPO_hard,101,4,108.74689882682793,76.1331282717523,-0.08333333333333337
size_24,PPO_hard,101,5,220.850448021205,59.24906467766027,-0.125
size_24,PPO_hard,101,6,-56.21242524058107,235.36233480087117,-0.08333333333333337
size_24,PPO_hard,101,7,-110.92407489103505,268.6596001712426,-0.04166666666666663
size_24,PPO_hard,101,8,141.37487099513226,30.807385384824784,-0.04166666666666663
size_24,PPO_hard,101,9,57.89736144827094,111.08486858394929,-0.08333333333333337
size_24,PPO_hard,101,10,-180.10526348591065,349.4276554407311,0.04166666666666674
size_24,PPO_hard,101,11,30.01288101764038,144.4016570812521,0.0
size_24,PPO_hard,101,12,-20.52408061497715,177.90069090663224,-0.08333333333333337
size_24,PPO_hard,101,13,-62.587295549342514,197.2037841757716,0.0
size_24,PPO_hard,101,14,-20.327032467934146,187.66740819807808,0.0
size_24,PPO_hard,101,15,143.24836609227907,72.70714377055424,-0.08333333333333337
size_24,PPO_hard,101,16,-85.11279112238975,265.8287635422747,0.0
size_24,PPO_hard,101,17,106.88680843560894,42.12283194314796,-0.08333333333333337
size_24,PPO_hard,101,18,2.466902046635596,181.26267110771482,0.0
size_24,PPO_hard,101,19,-18.187391926696364,138.34511674376517,0.0
size_24,PPO_hard,101,20,-12.882451321132294,185.16687267898396,-0.04166666666666663
size_24,PPO_hard,101,21,-7.126970354962623,164.97836398430672,-0.04166666666666674
size_24,PPO_hard,101,22,-291.53966300891534,425.2496362542613,0.0
size_24,PPO_hard,101,23,111.0649376331628,104.87876720151917,-0.08333333333333337
size_24,PPO_hard,202,0,463.9210469896154,-106.52462407073438,-0.16666666666666674
size_24,PPO_hard,202,1,269.28368572132734,-18.292082164006843,-0.16666666666666669
size_24,PPO_hard,202,2,299.51358751952364,-22.108802822807547,-0.08333333333333337
size_24,PPO_hard,202,3,69.77612398412998,110.87576565538052,-0.04166666666666663
size_24,PPO_hard,202,4,300.82331325130883,-33.98223547769351,-0.08333333333333337
size_24,PPO_hard,202,5,306.64797843551287,-28.586268377889155,-0.125
size_24,PPO_hard,202,6,243.07659199470902,-20.49268298727702,-0.08333333333333337
size_24,PPO_hard,202,7,453.0357015635485,-169.36978827159066,-0.125
size_24,PPO_hard,202,8,215.00240669676225,40.83391418734891,-0.08333333333333337
size_24,PPO_hard,202,9,78.17127281420966,184.6142615716053,-0.04166666666666663
size_24,PPO_hard,202,10,-18.95031429725111,232.79623989064635,0.0
size_24,PPO_hard,202,11,152.95411960782627,79.9941865385722,0.04166666666666663
size_24,PPO_hard,202,12,-83.59753099619729,254.10919302568186,-0.04166666666666674
size_24,PPO_hard,202,13,144.09274115246808,22.060371063971957,0.0
size_24,PPO_hard,202,14,181.4236756494568,46.69726065894781,0.0
size_24,PPO_hard,202,15,334.4715630092887,-82.62963436697942,-0.125
size_24,PPO_hard,202,16,126.94919198775943,152.80049304960664,0.0
size_24,PPO_hard,202,17,328.71269348577096,-77.22039858230619,-0.08333333333333337
size_24,PPO_hard,202,18,232.97293854019904,41.71354995052434,-0.04166666666666663
size_24,PPO_hard,202,19,203.92318829868123,5.830460360945381,-0.04166666666666663
size_24,PPO_hard,202,20,175.40999739323593,45.992970596178566,-0.08333333333333326
size_24,PPO_hard,202,21,374.54422913571636,-75.54693677367231,-0.125
size_24,PPO_hard,202,22,-43.78455232016381,198.07342019216117,0.0
size_24,PPO_hard,202,23,123.59921234812941,121.68738668229162,0.0
size_24,PPO_hard,303,0,0.0,0.0,0.0
size_24,PPO_hard,303,1,0.0,0.0,0.0
size_24,PPO_hard,303,2,0.0,0.0,0.0
size_24,PPO_hard,303,3,0.0,0.0,0.0
size_24,PPO_hard,303,4,0.0,0.0,0.0
size_24,PPO_hard,303,5,0.0,0.0,0.0
size_24,PPO_hard,303,6,0.0,0.0,0.0
size_24,PPO_hard,303,7,0.0,0.0,0.0
size_24,PPO_hard,303,8,0.0,0.0,0.0
size_24,PPO_hard,303,9,0.0,0.0,0.0
size_24,PPO_hard,303,10,0.0,0.0,0.0
size_24,PPO_hard,303,11,0.0,0.0,0.0
size_24,PPO_hard,303,12,0.0,0.0,0.0
size_24,PPO_hard,303,13,0.0,0.0,0.0
size_24,PPO_hard,303,14,0.0,0.0,0.0
size_24,PPO_hard,303,15,0.0,0.0,0.0
size_24,PPO_hard,303,16,0.0,0.0,0.0
size_24,PPO_hard,303,17,0.0,0.0,0.0
size_24,PPO_hard,303,18,0.0,0.0,0.0
size_24,PPO_hard,303,19,0.0,0.0,0.0
size_24,PPO_hard,303,20,0.0,0.0,0.0
size_24,PPO_hard,303,21,0.0,0.0,0.0
size_24,PPO_hard,303,22,0.0,0.0,0.0
size_24,PPO_hard,303,23,0.0,0.0,0.0
size_24,PPO_penalty,101,0,0.0,0.0,0.0
size_24,PPO_penalty,101,1,0.0,0.0,0.0
size_24,PPO_penalty,101,2,0.0,0.0,0.0
size_24,PPO_penalty,101,3,0.0,0.0,0.0
size_24,PPO_penalty,101,4,0.0,0.0,0.0
size_24,PPO_penalty,101,5,0.0,0.0,0.0
size_24,PPO_penalty,101,6,0.0,0.0,0.0
size_24,PPO_penalty,101,7,0.0,0.0,0.0
size_24,PPO_penalty,101,8,0.0,0.0,0.0
size_24,PPO_penalty,101,9,0.0,0.0,0.0
size_24,PPO_penalty,101,10,0.0,0.0,0.0
size_24,PPO_penalty,101,11,0.0,0.0,0.0
size_24,PPO_penalty,101,12,0.0,0.0,0.0
size_24,PPO_penalty,101,13,0.0,0.0,0.0
size_24,PPO_penalty,101,14,0.0,0.0,0.0
size_24,PPO_penalty,101,15,0.0,0.0,0.0
size_24,PPO_penalty,101,16,0.0,0.0,0.0
size_24,PPO_penalty,101,17,0.0,0.0,0.0
size_24,PPO_penalty,101,18,0.0,0.0,0.0
size_24,PPO_penalty,101,19,0.0,0.0,0.0
size_24,PPO_penalty,101,20,0.0,0.0,0.0
size_24,PPO_penalty,101,21,0.0,0.0,0.0
size_24,PPO_penalty,101,22,0.0,0.0,0.0
size_24,PPO_penalty,101,23,0.0,0.0,0.0
size_24,PPO_penalty,202,0,0.0,0.0,0.0
size_24,PPO_penalty,202,1,0.0,0.0,0.0
size_24,PPO_penalty,202,2,0.0,0.0,0.0
size_24,PPO_penalty,202,3,0.0,0.0,0.0
size_24,PPO_penalty,202,4,0.0,0.0,0.0
size_24,PPO_penalty,202,5,0.0,0.0,0.0
size_24,PPO_penalty,202,6,0.0,0.0,0.0
size_24,PPO_penalty,202,7,0.0,0.0,0.0
size_24,PPO_penalty,202,8,0.0,0.0,0.0
size_24,PPO_penalty,202,9,0.0,0.0,0.0
size_24,PPO_penalty,202,10,0.0,0.0,0.0
size_24,PPO_penalty,202,11,0.0,0.0,0.0
size_24,PPO_penalty,202,12,0.0,0.0,0.0
size_24,PPO_penalty,202,13,0.0,0.0,0.0
size_24,PPO_penalty,202,14,0.0,0.0,0.0
size_24,PPO_penalty,202,15,0.0,0.0,0.0
size_24,PPO_penalty,202,16,0.0,0.0,0.0
size_24,PPO_penalty,202,17,0.0,0.0,0.0
size_24,PPO_penalty,202,18,0.0,0.0,0.0
size_24,PPO_penalty,202,19,0.0,0.0,0.0
size_24,PPO_penalty,202,20,0.0,0.0,0.0
size_24,PPO_penalty,202,21,0.0,0.0,0.0
