case,kind,policy,policy_seed,value,revenue,loss,portfolio_loss,reward,default_rate,delinquent_rate,mean_ead,mean_el,budget_utilization,el_violation_rate,any_violation_rate,violation_magnitude,worst_violation,inherited_violation_rate,top_decile_el_share,high_risk_share,increase_rate,decrease_rate,rejection_rate,hard_nonworsening,value_per_ead,decisions,portfolio_months,seconds,solver_exact_fraction,distinct_increase_share,reversals_per_customer,limit_growth,stress_loss,ead_before_stress,true_violation_rate,predicted_safe_true_violated_rate,predicted_violated_true_safe_rate,both_violated_rate,both_safe_rate,true_el_mc_se
buffer_1.0,buffer,PPO_unconstrained,101,-991.3129318049561,362.1068923604333,1296.0125852689698,15552.151023227636,-991.3129318049561,0.9270833333333333,0.28255988401586674,1350.4812922075278,67.81417247586936,0.47733478798512186,0.17441620879120875,0.38043727106227104,8.233369324759327,60.9579524929585,0.20045787545787544,0.5728357123598198,0.4932132028107373,0.0,0.8629948357634779,0.0,0.875,-0.7686200108499472,115.125,20.25,0.3284592749987496,,0.0,0.0,-0.9910132094219132,410.37003088326765,1243.3867235445334,0.16908195970695966,0.1035141941391941,0.10884844322344321,0.06556776556776553,0.7220695970695971,1.8562147015104555
buffer_1.0,buffer,PPO_unconstrained,202,-991.3129318049561,362.1068923604333,1296.0125852689698,15552.151023227636,-991.3129318049561,0.9270833333333333,0.28255988401586674,1350.4812922075278,67.81417247586936,0.47733478798512186,0.17441620879120875,0.38043727106227104,8.233369324759327,60.9579524929585,0.20045787545787544,0.5728357123598198,0.4932132028107373,0.0,0.8629948357634779,0.0,0.875,-0.7686200108499472,115.125,20.25,0.32802097499370575,,0.0,0.0,-0.9910132094219132,410.37003088326765,1243.3867235445334,0.16908195970695966,0.1035141941391941,0.10884844322344321,0.06556776556776553,0.7220695970695971,1.8562147015104555
buffer_1.0,buffer,PPO_unconstrained,303,-991.3129318049561,362.1068923604333,1296.0125852689698,15552.151023227636,-991.3129318049561,0.9270833333333333,0.28255988401586674,1350.4812922075278,67.81417247586936,0.47733478798512186,0.17441620879120875,0.38043727106227104,8.233369324759327,60.9579524929585,0.20045787545787544,0.5728357123598198,0.4932132028107373,0.0,0.8629948357634779,0.0,0.875,-0.7686200108499472,115.125,20.25,0.3228336999745806,,0.0,0.0,-0.9910132094219132,410.37003088326765,1243.3867235445334,0.16908195970695966,0.1035141941391941,0.10884844322344321,0.06556776556776553,0.7220695970695971,1.8562147015104555
buffer_1.0,buffer,RiskBased,-1,-1740.4382654741012,624.0335874475777,2263.5790319084176,27162.948382901013,-1740.4382654741012,0.9166666666666666,0.2797358218608779,2365.443269773006,116.95297471484123,0.891329420596758,0.4464285714285714,0.6034226190476191,28.728677487934647,127.95021599822546,0.46577380952380953,0.5806442153009276,0.4903223885181398,0.029171237259472522,0.6040506911577859,0.023883643921811824,1.0,-0.7834279811943913,125.75,22.0,0.3229086000210373,1.0,0.09374999999999997,0.062499999999999986,-0.9114064110626254,1380.0971737192012,3400.2624763173994,0.345734126984127,0.05456349206349202,0.15525793650793648,0.2911706349206349,0.4990079365079365,2.876904991390164
buffer_1.0,buffer,Static,-1,-2404.04643625726,784.2090594336595,3059.2492008722093,36710.99041046651,-2404.04643625726,0.875,0.24358812483013634,2884.8776351319607,165.95283475123358,1.3057057723705197,0.6276041666666666,0.765625,63.37199228012822,279.84383444196976,0.6276041666666666,0.549967368618008,0.5985507099974172,0.0,0.0,0.0,1.0,-0.8609158036131608,135.0,23.0,0.34738572499190923,1.0,0.0,0.0,-0.8692202940082769,2052.89510371067,4408.411703582264,0.3880208333333333,0.03645833333333333,0.27604166666666663,0.3515625,0.3359375,4.193773400548193
buffer_1.1,buffer,BufferedRiskBased,-1,-1740.4382654741012,624.0335874475777,2263.5790319084176,27162.948382901013,-1740.4382654741012,0.9166666666666666,0.2797358218608779,2365.443269773006,116.95297471484123,0.891329420596758,0.4464285714285714,0.6034226190476191,28.728677487934647,127.95021599822546,0.46577380952380953,0.5806442153009276,0.4903223885181398,0.029171237259472522,0.6040506911577859,0.023883643921811824,1.0,-0.7834279811943913,125.75,22.0,0.3060177499864949,1.0,0.09374999999999997,0.062499999999999986,-0.9114064110626254,1380.0971737192012,3400.2624763173994,0.345734126984127,0.05456349206349202,0.15525793650793648,0.2911706349206349,0.4990079365079365,2.876904991390164
buffer_1.1,buffer,Decrease20,-1,-992.3506032608537,362.1500461355479,1297.0825107941457,15564.990129529748,-992.3506032608537,0.9270833333333333,0.28255988401586674,1350.7557969205443,145.53842456015425,1.043662266765051,0.4182577838827839,0.5555860805860806,66.47231499195239,349.94906495934663,0.4286744505494505,0.6647477717807768,0.4927660753037455,0.0,0.8615903413814554,0.0014044943820224625,1.0,-0.769100414347992,115.125,20.25,0.29062527501082513,1.0,0.0,0.0,-0.9910132094219132,411.43995640844355,1243.3867235445334,0.16908195970695966,0.0,0.24917582417582418,0.16908195970695966,0.5817422161172161,1.8562413272666198
buffer_1.1,buffer,Greedy,-1,-1802.979778341095,686.9139356570005,2379.3067998733127,28551.681598479758,-1802.979778341095,0.875,0.24973936874125,2490.6940591427056,318.2925524659345,2.5536925576428677,0.7239583333333334,0.796875,216.09594519596044,714.8312574615236,0.7239583333333334,0.6819307799145361,0.532932872388518,0.07518156323145625,0.16159134833435834,0.19829112284679373,1.0,-0.7608808256262489,136.5,24.0,0.36426637500699144,0.0,0.4270833333333333,0.5520833333333333,-0.8638449623203758,1451.4893119858607,3766.1748522622684,0.28125,0.0,0.4427083333333333,0.28125,0.27604166666666663,3.1128613034359143
buffer_1.1,buffer,Myopic,-1,-1764.6539956680904,639.0738530232268,2300.1980262397647,27602.376314877176,-1764.6539956680904,0.9270833333333333,0.29387219971808043,2318.0890779449282,286.73550274552105,2.2667567486545015,0.7254464285714286,0.7671130952380952,184.1887031121653,738.9209587234029,0.7306547619047619,0.6752205484901698,0.5075195577099698,0.08574160660992376,0.3203041377518289,0.3454296844650761,1.0,-0.7893954851737747,129.5,22.0,0.5600873124785721,1.0,0.4583333333333333,0.90625,-0.8937361503301372,1492.3005978809376,3426.0348872767454,0.33878968253968256,0.0,0.38665674603174605,0.33878968253968256,0.2745535714285714,3.0539184337958156
buffer_1.1,buffer,PPO_hard,101,-1389.5875682166418,528.3857280539518,1833.2011053075587,21998.4132636907,-1389.5875682166418,0.9270833333333334,0.2896378905704886,1764.7542006456079,216.36605687849138,1.638324191086184,0.6107638888888889,0.6607638888888889,124.17525667965717,484.3262369415751,0.6159722222222223,0.6894634291099356,0.4800925689301525,0.0,0.9918438386867905,0.0024509803921568627,1.0,-0.8209556665861203,124.25,22.125,0.3878466249880148,,0.0,0.0,-0.9875000886796937,888.6865831454925,2310.37758154791,0.2652777777777778,0.0,0.3454861111111111,0.2652777777777778,0.3892361111111111,2.273857205383939
