case,reference,policy,metric,portfolios,difference,lower,upper
buffer_1.25,stress_medium,Greedy,el_violation_rate,8,0.27083333333333337,0.2055989583333334,0.34895833333333337
buffer_1.25,stress_medium,Myopic,el_violation_rate,8,0.27604166666666674,0.19791666666666669,0.359375
buffer_1.25,stress_medium,PPO_hard,el_violation_rate,8,0.4130049348799349,0.3090728021978022,0.5312500000000001
buffer_1.25,stress_medium,PPO_penalty,el_violation_rate,8,0.3626259157509158,0.3124198717948718,0.42382097069597074
buffer_1.25,stress_medium,PPO_unconstrained,el_violation_rate,8,0.3626259157509158,0.3124198717948718,0.42382097069597074
buffer_1.25,stress_medium,RiskBased,el_violation_rate,8,0.28621031746031744,0.21263020833333335,0.35887896825396826
buffer_1.25,stress_medium,Static,el_violation_rate,8,0.22656250000000003,0.14446614583333336,0.3151041666666667
buffer_1.25,stress_medium,BufferedRiskBased,true_violation_rate,8,0.0,0.0,0.0
buffer_1.25,stress_medium,Decrease20,true_violation_rate,8,0.0,0.0,0.0
buffer_1.25,stress_medium,Greedy,true_violation_rate,8,-0.010416666666666664,-0.046875,0.015625000000000007
buffer_1.25,stress_medium,Myopic,true_violation_rate,8,-0.02256944444444446,-0.07812500000000003,0.0329861111111111
buffer_1.25,stress_medium,PPO_hard,true_violation_rate,8,1.1564823173178713e-18,-0.0069444444444444475,0.0069444444444444545
buffer_1.25,stress_medium,PPO_penalty,true_violation_rate,8,0.0,0.0,0.0
buffer_1.25,stress_medium,PPO_unconstrained,true_violation_rate,8,0.0,0.0,0.0
buffer_1.25,stress_medium,RiskBased,true_violation_rate,8,0.005208333333333329,0.0,0.015624999999999986
buffer_1.25,stress_medium,Static,true_violation_rate,8,0.0,0.0,0.0
buffer_1.25,stress_medium,BufferedRiskBased,predicted_safe_true_violated_rate,8,0.0,0.0,0.0
buffer_1.25,stress_medium,Decrease20,predicted_safe_true_violated_rate,8,-0.1035141941391941,-0.14361836080586077,-0.06320026327838826
buffer_1.25,stress_medium,Greedy,predicted_safe_true_violated_rate,8,-0.005208333333333325,-0.015624999999999976,0.0
buffer_1.25,stress_medium,Myopic,predicted_safe_true_violated_rate,8,-0.041666666666666664,-0.08085937499999998,-0.010416666666666663
buffer_1.25,stress_medium,PPO_hard,predicted_safe_true_violated_rate,8,-0.08982880545380541,-0.12363686660561658,-0.06071062907000405
buffer_1.25,stress_medium,PPO_penalty,predicted_safe_true_violated_rate,8,-0.1035141941391941,-0.14547991071428568,-0.0665645032051282
buffer_1.25,stress_medium,PPO_unconstrained,predicted_safe_true_violated_rate,8,-0.1035141941391941,-0.14547991071428568,-0.0665645032051282
buffer_1.25,stress_medium,RiskBased,predicted_safe_true_violated_rate,8,-0.05456349206349203,-0.10210193452380946,-0.017361111111111088
