customer_id,net_economic_value_ppo,reward_ppo,net_economic_value_myopic,reward_myopic,immediate_reward_gap,total_value_gap,lower_immediate_higher_total,world_id,policy_seed
ROBUST_TEST_000034,-1740.6590277048374,-2073.128024126232,-3652.695415883101,-265.63476913767784,-1807.4932549885543,1912.0363881782635,True,macro_unexpected,202
ROBUST_TEST_000035,382.1255135826392,-63.90164011746651,-3030.161163121229,-64.90379596170845,1.0021558442419405,3412.286676703868,False,macro_unexpected,202
ROBUST_TEST_000036,92.82528775229024,-380.9073268716862,-2949.668632933392,-386.76443856083137,5.8571116891451425,3042.493920685682,False,macro_unexpected,202
ROBUST_TEST_000037,177.89274134134638,-43.493654056989136,-3464.616643050711,-43.493654056989136,0.0,3642.509384392057,False,macro_unexpected,202
ROBUST_TEST_000038,77.96982317841648,-51.46064161083349,-818.5810496778486,-52.334246704276886,0.8736050934433948,896.5508728562651,False,macro_unexpected,202
ROBUST_TEST_000039,-731.7741896371939,-226.09005442953185,-2305.692740292964,-229.2009801069977,3.1109256774658434,1573.91855065577,False,macro_unexpected,202
ROBUST_TEST_000040,-142.4268155280118,-54.23013942233895,-1796.937173178799,-54.76213905214033,0.5319996298013763,1654.5103576507872,False,macro_unexpected,202
ROBUST_TEST_000041,152.47961078205924,-204.240100976853,-2614.856446158577,-204.240100976853,0.0,2767.3360569406364,False,macro_unexpected,202
ROBUST_TEST_000042,-515.7202489354668,-50.614610889219605,-2541.845724383621,-50.614610889219605,0.0,2026.1254754481542,False,macro_unexpected,202
ROBUST_TEST_000043,-1246.3680893340904,-208.06232379080532,-326.72230531200944,-208.06232379080532,0.0,-919.645784022081,False,macro_unexpected,202
ROBUST_TEST_000044,-295.9655990053169,-75.03483963575117,-561.8680520913399,-76.05742437411179,1.0225847383606208,265.902453086023,False,macro_unexpected,202
ROBUST_TEST_000045,509.269508337558,-25.607289501568594,1189.4639432116307,-25.607289501568594,0.0,-680.1944348740727,False,macro_unexpected,202
ROBUST_TEST_000046,-1514.3557612052334,-90.59571287402188,-2225.158831383,-90.59571287402188,0.0,710.8030701777664,False,macro_unexpected,202
ROBUST_TEST_000047,-2113.216250323902,-291.84761768911955,-2601.047069903572,-291.84761768911955,0.0,487.8308195796699,False,macro_unexpected,202
ROBUST_TEST_000048,-2635.4926151274976,-533.4446878162307,-5825.3532581936415,-533.4446878162307,0.0,3189.860643066144,False,macro_unexpected,202
ROBUST_TEST_000049,-1022.063279019764,-220.31759255693527,-2625.917138242235,-221.953554193446,1.6359616365107286,1603.853859222471,False,macro_unexpected,202
ROBUST_TEST_000050,-83.73525540416244,-61.839118584710896,717.6589413453454,-63.14269293207939,1.303574347368496,-801.3941967495078,False,macro_unexpected,202
ROBUST_TEST_000051,57.79422050602529,-137.79602482855435,-4864.357590214599,-140.2426294307302,2.446604602175853,4922.151810720625,False,macro_unexpected,202
ROBUST_TEST_000052,244.76095384464224,-12.402087412813252,410.359760723397,-12.571666613462693,0.16957920064944076,-165.59880687875477,False,macro_unexpected,202
ROBUST_TEST_000053,111.1724340762736,-71.64050938868148,-319.19708157275056,-73.57204614995076,1.9315367612692853,430.36951564902415,False,macro_unexpected,202
ROBUST_TEST_000054,365.316749753591,-53.24372247901295,674.0462003660424,-54.29374643105087,1.0500239520379182,-308.7294506124514,False,macro_unexpected,202
ROBUST_TEST_000055,953.1723802480548,-301.8956952847438,2145.4094351234853,-301.8956952847438,0.0,-1192.2370548754307,False,macro_unexpected,202
ROBUST_TEST_000056,-170.21033204946264,-85.70258063305175,-1853.8428393588224,-86.55115689843223,0.8485762653804727,1683.6325073093599,False,macro_unexpected,202
ROBUST_TEST_000057,-1194.9458087476612,-107.919768232091,-1579.011257811306,-107.919768232091,0.0,384.0654490636448,False,macro_unexpected,202
ROBUST_TEST_000058,9.893664519431148,-147.40994262352567,-1433.8717021935392,-147.40994262352567,0.0,1443.7653667129705,False,macro_unexpected,202
ROBUST_TEST_000059,357.06170954354803,-106.30323901352985,683.0237483584133,-107.58143678800128,1.2781977744714368,-325.96203881486525,False,macro_unexpected,202
ROBUST_TEST_000060,-2367.6395846341265,-94.04578653702264,-4733.436353290253,-95.31544718047918,1.2696606434565467,2365.796768656126,False,macro_unexpected,202
ROBUST_TEST_000061,277.1616470553495,-1.617678860980013,491.1733220719282,-1.7891688956972291,0.17149003471721613,-214.01167501657875,False,macro_unexpected,202
ROBUST_TEST_000062,-434.528700653198,-99.80393103734158,-1694.5243986064918,-100.70119311965588,0.8972620823142989,1259.9956979532938,False,macro_unexpected,202
ROBUST_TEST_000063,-1055.8203050625884,-169.46805508279022,-3526.916109126616,-174.90689379089372,5.4388387081035034,2471.0958040640276,False,macro_unexpected,202
ROBUST_TEST_000000,-537.6018780211818,-149.75527951646015,-3020.421881855916,-154.36157528422018,4.606295767760031,2482.820003834734,False,macro_unexpected,303
ROBUST_TEST_000001,659.6858430468307,-389.0435113310846,1744.1082147339766,-389.0435113310846,0.0,-1084.422371687146,False,macro_unexpected,303
ROBUST_TEST_000002,111.61808595397324,-174.30862380505087,-1734.3691681273988,-180.3475573655809,6.03893356053004,1845.987254081372,False,macro_unexpected,303
