policy,policy_seed,world_id,world_kind,signal,seconds,steps,steps_per_second,policy_inference_ms
PPO_without_PD,101,oat_dynamics_income_sigma_high,oat,identity,2.3803279999410734,679,285.2548052271826,0.5982039749707385
PPO_without_PD,202,oat_dynamics_income_sigma_high,oat,identity,2.2310746998991817,679,304.3376360418066,0.6084216507261452
PPO_without_PD,303,oat_dynamics_income_sigma_high,oat,identity,2.177646000054665,679,311.80458163675604,0.5966857178904807
PPO_without_PD,404,oat_dynamics_income_sigma_high,oat,identity,2.2685892999870703,679,299.30494691298685,0.6206499229888919
PPO_without_PD,505,oat_dynamics_income_sigma_high,oat,identity,2.2393431999953464,679,303.21390664968686,0.6130404972000835
Static,-1,oat_dynamics_income_sigma_low,oat,identity,2.127276499988511,830,390.1702482044448,0.0974575899182313
AlwaysDecrease,-1,oat_dynamics_income_sigma_low,oat,identity,2.015644200029783,795,394.4148476146004,0.0923472931081394
AlwaysDecrease20,-1,oat_dynamics_income_sigma_low,oat,identity,1.802645400050096,680,377.2233851322632,0.0963091184316641
AlwaysIncrease,-1,oat_dynamics_income_sigma_low,oat,identity,2.2129316999344155,912,412.1229769662701,0.0943364030446677
Random,991,oat_dynamics_income_sigma_low,oat,identity,2.1382202999666333,837,391.4470365906924,0.1418898464875961
PDThreshold,-1,oat_dynamics_income_sigma_low,oat,identity,2.191798600018956,840,383.2468913853377,0.0947254757019912
UtilizationPD,-1,oat_dynamics_income_sigma_low,oat,identity,2.0009590999688958,829,414.30132180757056,0.1031066319400801
MyopicEconomic,-1,oat_dynamics_income_sigma_low,oat,identity,2.5346246999688447,975,384.6723343349351,0.2896856413915371
SIMULATOR_ONLY_ORACLE_Myopic,-1,oat_dynamics_income_sigma_low,oat,identity,6.054837600095198,969,160.03732288125528,2.984727140428581
PPO,101,oat_dynamics_income_sigma_low,oat,identity,2.8420487000839785,680,239.26402104928988,0.7742777949555174
PPO,202,oat_dynamics_income_sigma_low,oat,identity,3.1048253999324515,680,219.01392587640967,0.8241835274555556
PPO,303,oat_dynamics_income_sigma_low,oat,identity,2.4152434000279754,680,281.5451229437677,0.6638054455192212
PPO,404,oat_dynamics_income_sigma_low,oat,identity,2.2639933000318706,680,300.3542457437606,0.617121032829506
PPO,505,oat_dynamics_income_sigma_low,oat,identity,2.369182200054638,680,287.0188708932212,0.6224377941929132
PPO_without_PD,101,oat_dynamics_income_sigma_low,oat,identity,2.183360100025311,680,311.4465634835577,0.6110813256407923
PPO_without_PD,202,oat_dynamics_income_sigma_low,oat,identity,2.1581262999679893,680,315.0881391928203,0.5963942679740927
PPO_without_PD,303,oat_dynamics_income_sigma_low,oat,identity,2.2455032999860123,680,302.8274329430894,0.6317739729317563
PPO_without_PD,404,oat_dynamics_income_sigma_low,oat,identity,2.1506570000201464,680,316.1824502901346,0.5836872046690106
PPO_without_PD,505,oat_dynamics_income_sigma_low,oat,identity,2.218582100002095,680,306.5020672434695,0.6120136748958269
Static,-1,oat_dynamics_missed_delinquency_high,oat,identity,2.0577305000042543,823,399.9551933541824,0.0939953807438129
AlwaysDecrease,-1,oat_dynamics_missed_delinquency_high,oat,identity,2.014165100059472,770,382.2923949865204,0.0968413002631784
AlwaysDecrease20,-1,oat_dynamics_missed_delinquency_high,oat,identity,1.7432743000099435,659,378.0242730568799,0.0932525053029605
AlwaysIncrease,-1,oat_dynamics_missed_delinquency_high,oat,identity,2.2445490000536665,883,393.3975154825703,0.0964259331421515
Random,991,oat_dynamics_missed_delinquency_high,oat,identity,2.1159656000090763,828,391.3107093973779,0.1364088160883419
PDThreshold,-1,oat_dynamics_missed_delinquency_high,oat,identity,2.188046300085261,832,380.24789510513534,0.1025165877833317
UtilizationPD,-1,oat_dynamics_missed_delinquency_high,oat,identity,2.8280768000986427,821,290.3032901975518,0.1494289897938103
MyopicEconomic,-1,oat_dynamics_missed_delinquency_high,oat,identity,3.678882699925453,916,248.98863995271213,0.426567794285373
SIMULATOR_ONLY_ORACLE_Myopic,-1,oat_dynamics_missed_delinquency_high,oat,identity,6.363814499927685,920,144.56738171900744,3.2051728261412
PPO,101,oat_dynamics_missed_delinquency_high,oat,identity,2.39737719995901,659,274.8837354469157,0.6238308016914585
PPO,202,oat_dynamics_missed_delinquency_high,oat,identity,2.202710199984722,659,299.1768958097942,0.6111324759488516
PPO,303,oat_dynamics_missed_delinquency_high,oat,identity,2.2247452000156045,659,296.2136967394638,0.5985559935911879
PPO,404,oat_dynamics_missed_delinquency_high,oat,identity,2.1483552999561653,659,306.7462816850854,0.6206238247335455
PPO,505,oat_dynamics_missed_delinquency_high,oat,identity,2.1670391000807285,659,304.1015734212873,0.6075960561726383
PPO_without_PD,101,oat_dynamics_missed_delinquency_high,oat,identity,2.1868328999262303,659,301.3490422712364,0.6226798166536439
PPO_without_PD,202,oat_dynamics_missed_delinquency_high,oat,identity,2.1149342000717297,659,311.5936183629965,0.6180089537678951
PPO_without_PD,303,oat_dynamics_missed_delinquency_high,oat,identity,2.2776281000114977,659,289.33608607861544,0.6188902855894567
PPO_without_PD,404,oat_dynamics_missed_delinquency_high,oat,identity,2.0957025999668986,659,314.4530144737182,0.6078729903811592
PPO_without_PD,505,oat_dynamics_missed_delinquency_high,oat,identity,2.255320700001903,659,292.1979122523214,0.6570250386999685
Static,-1,oat_dynamics_missed_delinquency_low,oat,identity,2.2506670999573544,834,370.5568006995805,0.1133453206726454
AlwaysDecrease,-1,oat_dynamics_missed_delinquency_low,oat,identity,2.0638881999766454,799,387.13337282951727,0.0953297865097976
AlwaysDecrease20,-1,oat_dynamics_missed_delinquency_low,oat,identity,1.896206200006418,680,358.61078821369665,0.0981611747513799
AlwaysIncrease,-1,oat_dynamics_missed_delinquency_low,oat,identity,2.532322100014426,911,359.7488644887672,0.0973058179272369
Random,991,oat_dynamics_missed_delinquency_low,oat,identity,2.2872776999138296,849,371.183612742775,0.1655020003752219
PDThreshold,-1,oat_dynamics_missed_delinquency_low,oat,identity,2.183972700033337,844,386.4517170874512,0.1004601899651431
UtilizationPD,-1,oat_dynamics_missed_delinquency_low,oat,identity,2.100608099950477,833,396.551836594193,0.1065037255192182
MyopicEconomic,-1,oat_dynamics_missed_delinquency_low,oat,identity,2.599613699945621,955,367.3622738716821,0.3034319365348335
SIMULATOR_ONLY_ORACLE_Myopic,-1,oat_dynamics_missed_delinquency_low,oat,identity,5.856175999972038,954,162.90494001624185,2.904494549294219
PPO,101,oat_dynamics_missed_delinquency_low,oat,identity,2.6893965000053868,680,252.84482968526132,0.7300739698728327
PPO,202,oat_dynamics_missed_delinquency_low,oat,identity,3.522555200033821,680,193.04168746410875,0.9348001468050128
PPO,303,oat_dynamics_missed_delinquency_low,oat,identity,2.941863099928014,680,231.14603803849312,0.8129107354975799
PPO,404,oat_dynamics_missed_delinquency_low,oat,identity,2.5586274000816047,680,265.76749704873487,0.7090904395547969
PPO,505,oat_dynamics_missed_delinquency_low,oat,identity,2.4377295000012964,680,278.9480949381949,0.6727511761710048
PPO_without_PD,101,oat_dynamics_missed_delinquency_low,oat,identity,2.293927300022915,680,296.43485213903995,0.6245048547177302
PPO_without_PD,202,oat_dynamics_missed_delinquency_low,oat,identity,2.23784750001505,680,303.8634223267792,0.6103669115177849
PPO_without_PD,303,oat_dynamics_missed_delinquency_low,oat,identity,2.2652436000062157,680,300.1884653810011,0.6294514708262047
PPO_without_PD,404,oat_dynamics_missed_delinquency_low,oat,identity,2.350285299937241,680,289.3265766578032,0.6123122076079359
PPO_without_PD,505,oat_dynamics_missed_delinquency_low,oat,identity,2.2503060000017285,680,302.18112558891,0.6285780861028744
Static,-1,oat_dynamics_payment_income_cap_high,oat,identity,2.0054141000146046,835,416.3728578521109,0.0882536546511207
AlwaysDecrease,-1,oat_dynamics_payment_income_cap_high,oat,identity,1.9825420000124725,799,403.0179436274104,0.0918958678804291
AlwaysDecrease20,-1,oat_dynamics_payment_income_cap_high,oat,identity,1.8026662999764085,680,377.2190116434191,0.0939686763826209
AlwaysIncrease,-1,oat_dynamics_payment_income_cap_high,oat,identity,2.173195499926805,926,426.1006430535993,0.0918827242907901
Random,991,oat_dynamics_payment_income_cap_high,oat,identity,2.2567978000734,840,372.2087995533671,0.1406264298739621
PDThreshold,-1,oat_dynamics_payment_income_cap_high,oat,identity,2.257881799945608,841,372.47299660250576,0.0971178362239041
UtilizationPD,-1,oat_dynamics_payment_income_cap_high,oat,identity,2.1003558000084013,830,395.1711419544632,0.103570600264672
MyopicEconomic,-1,oat_dynamics_payment_income_cap_high,oat,identity,2.4961832999251783,965,386.5901995373999,0.289818033493978
SIMULATOR_ONLY_ORACLE_Myopic,-1,oat_dynamics_payment_income_cap_high,oat,identity,6.059699399978854,953,157.26852721495155,3.011872295259937
PPO,101,oat_dynamics_payment_income_cap_high,oat,identity,2.222793799941428,680,305.9213139868927,0.6060405884294168
PPO,202,oat_dynamics_payment_income_cap_high,oat,identity,2.237320699961856,680,303.9349700789848,0.6145125010174096
PPO,303,oat_dynamics_payment_income_cap_high,oat,identity,2.5939025999978185,680,262.1532512441184,0.7181239701287054
PPO,404,oat_dynamics_payment_income_cap_high,oat,identity,3.5040277000516653,680,194.06239282582547,0.8709538214401725
PPO,505,oat_dynamics_payment_income_cap_high,oat,identity,2.4740880999015644,680,274.8487412501822,0.6779908820616958
PPO_without_PD,101,oat_dynamics_payment_income_cap_high,oat,identity,2.456407699966803,680,276.8270104385318,0.6697113255915397
PPO_without_PD,202,oat_dynamics_payment_income_cap_high,oat,identity,2.60109539993573,680,261.4283197828123,0.7015326484928236
PPO_without_PD,303,oat_dynamics_payment_income_cap_high,oat,identity,3.251313799992204,680,209.14622267516305,0.905888676574892
PPO_without_PD,404,oat_dynamics_payment_income_cap_high,oat,identity,3.049236200051382,680,223.00666638699272,0.8436786769272979
PPO_without_PD,505,oat_dynamics_payment_income_cap_high,oat,identity,2.6180066999513656,680,259.7395950180847,0.7201416161157849
Static,-1,oat_dynamics_payment_income_cap_low,oat,identity,2.0414159999927506,787,385.5167197684327,0.0967467601648904
AlwaysDecrease,-1,oat_dynamics_payment_income_cap_low,oat,identity,1.9765223999274892,769,389.0671818483876,0.0942085816019901
AlwaysDecrease20,-1,oat_dynamics_payment_income_cap_low,oat,identity,1.804850400076248,673,372.88409054377496,0.095839524658239
AlwaysIncrease,-1,oat_dynamics_payment_income_cap_low,oat,identity,2.295311100082472,900,392.1037108946419,0.0915876659564673
Random,991,oat_dynamics_payment_income_cap_low,oat,identity,2.084936200059019,830,398.09371623769823,0.1367078307196946
PDThreshold,-1,oat_dynamics_payment_income_cap_low,oat,identity,2.005727400071919,780,388.8863461565274,0.1013084596846825
UtilizationPD,-1,oat_dynamics_payment_income_cap_low,oat,identity,1.9679010000545527,780,396.3614023156537,0.1047938445714326
MyopicEconomic,-1,oat_dynamics_payment_income_cap_low,oat,identity,2.6578452000394464,955,359.3136274399376,0.3198362288372445
SIMULATOR_ONLY_ORACLE_Myopic,-1,oat_dynamics_payment_income_cap_low,oat,identity,5.75620219996199,940,163.3021161081185,2.9117979807779197
PPO,101,oat_dynamics_payment_income_cap_low,oat,identity,2.365997300017625,673,284.44664750673496,0.6813995550866799
PPO,202,oat_dynamics_payment_income_cap_low,oat,identity,2.4412724000867456,673,275.6759139111581,0.6429124798246536
PPO,303,oat_dynamics_payment_income_cap_low,oat,identity,2.2572811000281945,673,298.146296441145,0.6400788990631257
PPO,404,oat_dynamics_payment_income_cap_low,oat,identity,2.1569844000041485,673,312.0096742464645,0.6025549799984357
PPO,505,oat_dynamics_payment_income_cap_low,oat,identity,2.1528247999958694,673,312.6125265749871,0.6170903415907656
PPO_without_PD,101,oat_dynamics_payment_income_cap_low,oat,identity,2.7151687999721617,673,247.86672563668975,0.7798459145958697
PPO_without_PD,202,oat_dynamics_payment_income_cap_low,oat,identity,3.1902986000059173,673,210.9520406643917,0.8630145593362281
PPO_without_PD,303,oat_dynamics_payment_income_cap_low,oat,identity,2.4244141000090167,673,277.59284191487626,0.6814898925115193
PPO_without_PD,404,oat_dynamics_payment_income_cap_low,oat,identity,2.4943180000409484,673,269.81323150815234,0.6403378873473977
PPO_without_PD,505,oat_dynamics_payment_income_cap_low,oat,identity,2.653644899954088,673,253.61343562269536,0.7220301664687616
Static,-1,oat_dynamics_payment_persistence_high,oat,identity,1.9579412000020968,775,395.8239399626353,0.0954330285951014
AlwaysDecrease,-1,oat_dynamics_payment_persistence_high,oat,identity,2.0751675999490544,733,353.2244817324612,0.0969199173083836
AlwaysDecrease20,-1,oat_dynamics_payment_persistence_high,oat,identity,1.8210596001008523,642,352.5420035480691,0.0947302196833458
AlwaysIncrease,-1,oat_dynamics_payment_persistence_high,oat,identity,2.076610799995251,836,402.57904851593366,0.09263552720859
Random,991,oat_dynamics_payment_persistence_high,oat,identity,2.073737200000324,771,371.7925299309285,0.1420599229370477
PDThreshold,-1,oat_dynamics_payment_persistence_high,oat,identity,2.036475699977018,762,374.1758372116099,0.0995665347433387
UtilizationPD,-1,oat_dynamics_payment_persistence_high,oat,identity,2.0686044000322,751,363.0466994986136,0.1122770949109357
MyopicEconomic,-1,oat_dynamics_payment_persistence_high,oat,identity,2.377758999937214,856,360.0028430226121,0.3008954464969286
SIMULATOR_ONLY_ORACLE_Myopic,-1,oat_dynamics_payment_persistence_high,oat,identity,5.658809900050983,851,150.3849775890745,3.1259139818079182
PPO,101,oat_dynamics_payment_persistence_high,oat,identity,2.173494099988602,642,295.3769232699397,0.6495934535351776
PPO,202,oat_dynamics_payment_persistence_high,oat,identity,2.137920400011353,642,300.2918162886657,0.6324370700657089
PPO,303,oat_dynamics_payment_persistence_high,oat,identity,2.3980221000965685,642,267.7206352577596,0.689564799168945
PPO,404,oat_dynamics_payment_persistence_high,oat,identity,2.998683199984953,642,214.0939729822815,0.8516200942152711
PPO,505,oat_dynamics_payment_persistence_high,oat,identity,3.1232733000069857,642,205.5535773954089,0.90217492358202
PPO_without_PD,101,oat_dynamics_payment_persistence_high,oat,identity,2.4613734999438748,642,260.8299796900548,0.7006116829757402
PPO_without_PD,202,oat_dynamics_payment_persistence_high,oat,identity,2.521101800026372,642,254.6505658729387,0.6758864442063525
PPO_without_PD,303,oat_dynamics_payment_persistence_high,oat,identity,2.261224400019273,642,283.91697878128684,0.6594341105021351
PPO_without_PD,404,oat_dynamics_payment_persistence_high,oat,identity,2.160843799938448,642,297.1061582601609,0.6168781905913743
PPO_without_PD,505,oat_dynamics_payment_persistence_high,oat,identity,2.0871134999906644,642,307.6018625737755,0.6021824012571406
Static,-1,oat_dynamics_payment_persistence_low,oat,identity,2.1359599999850616,869,406.8428247748448,0.0929928657205473
AlwaysDecrease,-1,oat_dynamics_payment_persistence_low,oat,identity,2.1640324000036344,866,400.1788512956394,0.0971266722917453
AlwaysDecrease20,-1,oat_dynamics_payment_persistence_low,oat,identity,1.944000900024548,706,363.1685561416586,0.0999920713588616
AlwaysIncrease,-1,oat_dynamics_payment_persistence_low,oat,identity,2.290063099935651,952,415.7090693381989,0.0975470555341653
Random,991,oat_dynamics_payment_persistence_low,oat,identity,2.4666890000225976,863,349.8616971949419,0.1606382378339249
PDThreshold,-1,oat_dynamics_payment_persistence_low,oat,identity,3.176496300031431,871,274.2014841923101,0.137942022351007
UtilizationPD,-1,oat_dynamics_payment_persistence_low,oat,identity,2.7890237999381498,868,311.2200046551231,0.1327357149504829
MyopicEconomic,-1,oat_dynamics_payment_persistence_low,oat,identity,2.6915875000413507,1005,373.3855949266224,0.3013196009771889
SIMULATOR_ONLY_ORACLE_Myopic,-1,oat_dynamics_payment_persistence_low,oat,identity,5.890055799973197,981,166.55190261600987,2.8455108041029185
PPO,101,oat_dynamics_payment_persistence_low,oat,identity,2.2815997001016517,706,309.43201823200883,0.6130713899883709
PPO,202,oat_dynamics_payment_persistence_low,oat,identity,2.262204800033942,706,312.0849182131553,0.6069049591042903
PPO,303,oat_dynamics_payment_persistence_low,oat,identity,2.215754700009711,706,318.6273281951769,0.5921915026115143
PPO,404,oat_dynamics_payment_persistence_low,oat,identity,2.226473599905148,706,317.0933623601361,0.5968784706973109
PPO,505,oat_dynamics_payment_persistence_low,oat,identity,2.2753652000101283,706,310.2798618862842,0.6172066589384723
PPO_without_PD,101,oat_dynamics_payment_persistence_low,oat,identity,2.435283300001174,706,289.9046694073168,0.6576277631883728
PPO_without_PD,202,oat_dynamics_payment_persistence_low,oat,identity,2.2665472000371665,706,311.4870054276492,0.6449804517635732
PPO_without_PD,303,oat_dynamics_payment_persistence_low,oat,identity,2.412669899989851,706,292.6218791899256,0.678661047374149
PPO_without_PD,404,oat_dynamics_payment_persistence_low,oat,identity,2.3608170999214053,706,299.0490030013353,0.6605151551973507
PPO_without_PD,505,oat_dynamics_payment_persistence_low,oat,identity,2.349847999983467,706,300.4449649530383,0.6733330045153965
Static,-1,oat_dynamics_spend_limit_elasticity_high,oat,identity,2.0444841000717133,830,405.9703863536461,0.093337471305157
AlwaysDecrease,-1,oat_dynamics_spend_limit_elasticity_high,oat,identity,1.971921700052917,795,403.16002404084605,0.0902410057730644
AlwaysDecrease20,-1,oat_dynamics_spend_limit_elasticity_high,oat,identity,1.751918200054206,680,388.1459762099396,0.0933526489568655
AlwaysIncrease,-1,oat_dynamics_spend_limit_elasticity_high,oat,identity,2.082473299931735,896,430.257617242618,0.0921992197098526
Random,991,oat_dynamics_spend_limit_elasticity_high,oat,identity,2.0737779999617487,826,398.30685831136975,0.135426876754173
PDThreshold,-1,oat_dynamics_spend_limit_elasticity_high,oat,identity,1.9999365999829024,840,420.0133144256579,0.0940645261878325
UtilizationPD,-1,oat_dynamics_spend_limit_elasticity_high,oat,identity,2.145952500053681,829,386.3086438209897,0.1128253343585874
MyopicEconomic,-1,oat_dynamics_spend_limit_elasticity_high,oat,identity,2.4993185999337584,944,377.7029467251673,0.2909552974831628
SIMULATOR_ONLY_ORACLE_Myopic,-1,oat_dynamics_spend_limit_elasticity_high,oat,identity,5.973290299996734,931,155.8604978566853,3.200200215286138
PPO,101,oat_dynamics_spend_limit_elasticity_high,oat,identity,2.324240199988708,680,292.568728483099,0.6330048523309147
PPO,202,oat_dynamics_spend_limit_elasticity_high,oat,identity,2.2402402999578044,680,303.5388659032729,0.624846324482111
PPO,303,oat_dynamics_spend_limit_elasticity_high,oat,identity,2.216699799988419,680,306.7623320052416,0.6219282326877446
PPO,404,oat_dynamics_spend_limit_elasticity_high,oat,identity,2.2764859999297187,680,298.70598809788135,0.616505738135482
PPO,505,oat_dynamics_spend_limit_elasticity_high,oat,identity,2.487083200016059,680,273.4126465876209,0.6328251442241976
PPO_without_PD,101,oat_dynamics_spend_limit_elasticity_high,oat,identity,2.221937499940396,680,306.03921128215416,0.629918382722227
PPO_without_PD,202,oat_dynamics_spend_limit_elasticity_high,oat,identity,2.200032400083728,680,309.0863570800688,0.6183205858927548
PPO_without_PD,303,oat_dynamics_spend_limit_elasticity_high,oat,identity,2.166241400060244,680,313.9077666880012,0.6158141189884833
PPO_without_PD,404,oat_dynamics_spend_limit_elasticity_high,oat,identity,2.2313867000630125,680,304.7432343218669,0.6251188251874683
PPO_without_PD,505,oat_dynamics_spend_limit_elasticity_high,oat,identity,2.171491999994032,680,313.1487474979732,0.626297647421084
Static,-1,oat_dynamics_spend_limit_elasticity_low,oat,identity,2.1113114999607205,830,393.1205793249559,0.0940554187610655
AlwaysDecrease,-1,oat_dynamics_spend_limit_elasticity_low,oat,identity,1.9812780999345705,790,398.7325151507448,0.094151518107215
AlwaysDecrease20,-1,oat_dynamics_spend_limit_elasticity_low,oat,identity,1.782600800041109,680,381.4651042366402,0.0919667640974854
AlwaysIncrease,-1,oat_dynamics_spend_limit_elasticity_low,oat,identity,2.2283486999804154,915,410.6179611871525,0.0918159569242124
Random,991,oat_dynamics_spend_limit_elasticity_low,oat,identity,2.2433970000129198,840,374.4321669304018,0.1427321425927359
PDThreshold,-1,oat_dynamics_spend_limit_elasticity_low,oat,identity,2.3850642000325024,835,350.09539784657414,0.1000398781128272
UtilizationPD,-1,oat_dynamics_spend_limit_elasticity_low,oat,identity,2.0903178999433294,824,394.19841356299895,0.1063148053961995
MyopicEconomic,-1,oat_dynamics_spend_limit_elasticity_low,oat,identity,2.482503299950622,971,391.13744582708654,0.2821679704225057
SIMULATOR_ONLY_ORACLE_Myopic,-1,oat_dynamics_spend_limit_elasticity_low,oat,identity,5.556747399969026,975,175.46235771045392,2.6275501530378675
PPO,101,oat_dynamics_spend_limit_elasticity_low,oat,identity,2.2955431999871507,680,296.2261829809199,0.6234411773381426
PPO,202,oat_dynamics_spend_limit_elasticity_low,oat,identity,2.233460000017658,680,304.4603440377817,0.607639118714039
PPO,303,oat_dynamics_spend_limit_elasticity_low,oat,identity,2.147240599966608,680,316.6855172217658,0.587169116924462
PPO,404,oat_dynamics_spend_limit_elasticity_low,oat,identity,2.3247647000243887,680,292.5027208099238,0.5950033825630432
PPO,505,oat_dynamics_spend_limit_elasticity_low,oat,identity,2.209629200049676,680,307.7439418273041,0.5946963205454213
PPO_without_PD,101,oat_dynamics_spend_limit_elasticity_low,oat,identity,2.3832510999636725,680,285.324530012958,0.6620082351968021
PPO_without_PD,202,oat_dynamics_spend_limit_elasticity_low,oat,identity,2.210897699929774,680,307.5673741130579,0.5932097061304376
PPO_without_PD,303,oat_dynamics_spend_limit_elasticity_low,oat,identity,2.2697023999644443,680,299.5987491622921,0.6200452953207252
PPO_without_PD,404,oat_dynamics_spend_limit_elasticity_low,oat,identity,2.229893200099468,680,304.9473400652854,0.6192917649647879
PPO_without_PD,505,oat_dynamics_spend_limit_elasticity_low,oat,identity,2.313388300011866,680,293.9411425209128,0.6595342628904345
Static,-1,oat_reference,oat,identity,2.032055099960417,830,408.4534912543306,0.093630602701107
AlwaysDecrease,-1,oat_reference,oat,identity,2.004880800028332,795,396.5323025632076,0.0933679273211449
AlwaysDecrease20,-1,oat_reference,oat,identity,1.9358163999859244,680,351.27298229570965,0.0940644130905104
AlwaysIncrease,-1,oat_reference,oat,identity,2.159627399989404,900,416.738554069288,0.0938378919899049
Random,991,oat_reference,oat,identity,2.1546516000526026,840,389.8542112235188,0.1473190463868723
PDThreshold,-1,oat_reference,oat,identity,2.1855458000209183,840,384.3433525812912,0.100454761940498
UtilizationPD,-1,oat_reference,oat,identity,2.196268399944529,829,377.4584199367154,0.1073118208809806
MyopicEconomic,-1,oat_reference,oat,identity,2.5791757000843063,955,370.273339644439,0.2998497378549182
SIMULATOR_ONLY_ORACLE_Myopic,-1,oat_reference,oat,identity,5.658026899909601,944,166.8426143423041,2.886256037804819
PPO,101,oat_reference,oat,identity,2.3594009000808,680,288.20875671307607,0.625310733791112
PPO,202,oat_reference,oat,identity,2.2900312999263406,680,296.9391728496778,0.6472380872925415
PPO,303,oat_reference,oat,identity,2.2085801999783143,680,307.89010967619686,0.5952576500610175
PPO,404,oat_reference,oat,identity,2.0937085999175906,680,324.78254138458675,0.5704414696939399
PPO,505,oat_reference,oat,identity,2.192955100093968,680,310.08386809691723,0.6190332342692486
PPO_without_PD,101,oat_reference,oat,identity,2.1615359999705106,680,314.5911055884691,0.6109980891992831
PPO_without_PD,202,oat_reference,oat,identity,2.301419400027953,680,295.46983048450045,0.6676388252184123
PPO_without_PD,303,oat_reference,oat,identity,2.1903668000595644,680,310.4502862175907,0.6078777942628435
PPO_without_PD,404,oat_reference,oat,identity,2.3252669000066817,680,292.43954747648365,0.5998176491737146
PPO_without_PD,505,oat_reference,oat,identity,2.2160566999809816,680,306.8513544828685,0.6202413238283685
Static,-1,random_000,randomized,identity,2.073066100012511,878,423.52725752193874,0.1008273354266899
AlwaysDecrease,-1,random_000,randomized,identity,1.827378600020893,834,456.3914669847095,0.0919135499855043
AlwaysDecrease20,-1,random_000,randomized,identity,1.5616123999934644,715,457.86009383826126,0.0911723055479514
AlwaysIncrease,-1,random_000,randomized,identity,2.322206699987873,982,422.8736399757731,0.0978191456683511
Random,991,random_000,randomized,identity,2.6246465999865904,875,333.3782155679437,0.1715823993352907
PDThreshold,-1,random_000,randomized,identity,2.300592500017956,845,367.2966855248832,0.1229882828571651
UtilizationPD,-1,random_000,randomized,identity,2.563867799937725,837,326.45989002253947,0.1358442068858831
MyopicEconomic,-1,random_000,randomized,identity,3.192213400034234,992,310.75616686195275,0.3766794352193228
SIMULATOR_ONLY_ORACLE_Myopic,-1,random_000,randomized,identity,6.546471699955873,995,151.9902698130822,2.9331478396730133
PPO,101,random_000,randomized,identity,4.202753900084645,715,170.12654487944195,1.110340139529036
PPO,202,random_000,randomized,identity,3.0860361999366432,715,231.68879224899536,0.8552653167943854
PPO,303,random_000,randomized,identity,2.613801100058481,715,273.5479757752044,0.7208655946529828
PPO,404,random_000,randomized,identity,2.7001724001020198,715,264.79790696808305,0.6841187420711442
PPO,505,random_000,randomized,identity,2.408562799915672,715,296.8575284916937,0.6478281123433393
PPO_without_PD,101,random_000,randomized,identity,2.4352180000860244,715,293.6082108356388,0.6777346850587771
PPO_without_PD,202,random_000,randomized,identity,2.4454253999283537,715,292.382666844365,0.6733607010707467
PPO_without_PD,303,random_000,randomized,identity,2.482342000002973,715,288.0344448908103,0.6965551066205843
PPO_without_PD,404,random_000,randomized,identity,2.420873099938035,715,295.3479883015352,0.6702453138997088
PPO_without_PD,505,random_000,randomized,identity,2.371444000047632,715,301.50406249763387,0.6521630788000522
Static,-1,random_000,randomized,pd_flat,2.284290299983695,878,384.3644566569613,0.0964396347870927
AlwaysDecrease,-1,random_000,randomized,pd_flat,2.194739300059154,834,379.9995744266853,0.0934714657462222
AlwaysDecrease20,-1,random_000,randomized,pd_flat,1.9935106000630185,715,358.66375627869627,0.0896492337977344
AlwaysIncrease,-1,random_000,randomized,pd_flat,2.71852300001774,982,361.225562554958,0.1299437838454793
Random,991,random_000,randomized,pd_flat,2.2157632000744343,875,394.897794119248,0.1365045708205018
PDThreshold,-1,random_000,randomized,pd_flat,1.9980153000215068,837,418.9157110013074,0.0915044222946146
UtilizationPD,-1,random_000,randomized,pd_flat,2.1171013000421226,837,395.3518898615512,0.1053090805072101
MyopicEconomic,-1,random_000,randomized,pd_flat,2.539189599920064,992,390.6758282371781,0.2789396179826825
SIMULATOR_ONLY_ORACLE_Myopic,-1,random_000,randomized,pd_flat,5.971199800027534,995,166.63317814208995,2.800275078136942
PPO,101,random_000,randomized,pd_flat,2.300039599998854,715,310.8642129467494,0.6270132849800524
PPO,202,random_000,randomized,pd_flat,2.319564800010994,715,308.2474781461639,0.6371685333055007
PPO,303,random_000,randomized,pd_flat,2.290424099890515,715,312.16926159403306,0.6210853156822544
PPO,404,random_000,randomized,pd_flat,2.315175199997612,715,308.8319190706335,0.6358932874693007
PPO,505,random_000,randomized,pd_flat,2.256857799948193,715,316.81216247493,0.6104258730864296
PPO_without_PD,101,random_000,randomized,pd_flat,2.2715724000008777,715,314.75994337654555,0.6199229358845241
PPO_without_PD,202,random_000,randomized,pd_flat,2.2883951000403613,715,312.4460456969993,0.6160018195469792
PPO_without_PD,303,random_000,randomized,pd_flat,2.3449830999597907,715,304.90624858330966,0.5726097874551803
PPO_without_PD,404,random_000,randomized,pd_flat,2.3816508000018075,715,300.2119370310112,0.6463116101621018
PPO_without_PD,505,random_000,randomized,pd_flat,2.1950800000922754,715,325.728447241077,0.5750774811315057
Static,-1,random_000,randomized,pd_lag,2.2696250999579206,878,386.8480305475465,0.0998831433901703
AlwaysDecrease,-1,random_000,randomized,pd_lag,1.958078800002113,834,425.9277001513422,0.0900344107114672
AlwaysDecrease20,-1,random_000,randomized,pd_lag,1.9783558999188244,715,361.4112102020358,0.0934264324670592
AlwaysIncrease,-1,random_000,randomized,pd_lag,2.2408062999602407,982,438.2351120743565,0.0920693484673659
