policy,policy_seed,replicate,metric,clipping,IS,WIS,ESS,mean_weight,max_weight,weight_p99,nonzero_weights,zero_weight_fraction,IS_lower,IS_upper,IS_valid_bootstraps,WIS_lower,WIS_upper,WIS_valid_bootstraps,unreliable,episodes,true_MC_value,MC_standard_error,MC_lower,MC_upper,customers,IS_error,IS_covers_MC_point,WIS_error,WIS_covers_MC_point
PDThreshold,-1,1,cumulative_reward,none,-1625.5573555409924,-3764.380493712618,2.984300392788978,0.43182599587264026,135.52527156068803,5.1652892561983474,16,0.9733333333333334,-3619.465593074976,-281.89082599991866,400,-4802.330368607709,-2851.829915177043,400,True,600,-3437.097751302762,58.046055074186036,-3545.896655244245,-3319.204836024594,2000,1811.5403957617696,True,-327.2827424098559,True
PDThreshold,-1,1,cumulative_reward,20.0,-667.313954021957,-3889.7779436000674,8.471937533763192,0.17155579667983425,20.0,5.1652892561983474,16,0.9733333333333334,-1190.0534202825552,-245.96687515579472,400,-5142.678069910922,-2836.2506675870113,400,True,600,-3437.097751302762,58.046055074186036,-3545.896655244245,-3319.204836024594,2000,2769.7837972808047,False,-452.68019229730544,True
UtilizationPD,-1,1,net_economic_value,none,-953.4323675254278,-2207.9086869208,2.984300392788978,0.43182599587264026,135.52527156068803,5.1652892561983474,16,0.9733333333333334,-2022.0483929679328,-224.12829249642147,400,-3303.0864500614543,-1953.7338101292803,400,True,600,-745.5220547888831,38.781644498535,-827.6348836475753,-671.47280722777,2000,-207.9103127365447,True,-1462.386632131917,False
UtilizationPD,-1,1,net_economic_value,20.0,-439.6265925970819,-2562.5866400628506,8.471937533763192,0.17155579667983425,20.0,5.1652892561983474,16,0.9733333333333334,-732.0035523463176,-168.37051713301798,400,-3573.1518469876382,-1993.0622775698394,400,True,600,-745.5220547888831,38.781644498535,-827.6348836475753,-671.47280722777,2000,305.8954621918012,False,-1817.0645852739676,False
UtilizationPD,-1,1,cumulative_reward,none,-1625.5573555409924,-3764.380493712618,2.984300392788978,0.43182599587264026,135.52527156068803,5.1652892561983474,16,0.9733333333333334,-3619.465593074976,-281.89082599991866,400,-4802.330368607709,-2851.829915177043,400,True,600,-3447.501135703059,57.73976641016862,-3557.295230117779,-3330.6936713099403,2000,1821.9437801620666,True,-316.8793580095589,True
UtilizationPD,-1,1,cumulative_reward,20.0,-667.313954021957,-3889.7779436000674,8.471937533763192,0.17155579667983425,20.0,5.1652892561983474,16,0.9733333333333334,-1190.0534202825552,-245.96687515579472,400,-5142.678069910922,-2836.2506675870113,400,True,600,-3447.501135703059,57.73976641016862,-3557.295230117779,-3330.6936713099403,2000,2780.1871816811017,False,-442.27680789700844,True
MyopicEconomic,-1,1,net_economic_value,none,-2022.5247490574866,-5956.499524350291,1.502936217823483,0.33954921691664114,164.40446127946123,0.0,5,0.9916666666666667,-6086.258957994059,-17.427557904827648,400,-6787.079539621823,-965.556467923658,399,True,600,-1152.8661075623015,55.920632468526364,-1262.9415967618602,-1045.2494641592382,2000,-869.6586414951851,True,-4803.6334167879895,True
MyopicEconomic,-1,1,net_economic_value,20.0,-351.1759507877926,-3645.2339845862616,3.6144523707525433,0.09633838383838383,20.0,0.0,5,0.9916666666666667,-941.9228900243982,-17.427557904827648,400,-5991.099473157654,-965.556467923658,399,True,600,-1152.8661075623015,55.920632468526364,-1262.9415967618602,-1045.2494641592382,2000,801.690156774509,False,-2492.3678770239603,True
MyopicEconomic,-1,1,cumulative_reward,none,-3577.0020055448754,-10534.561198599451,1.502936217823483,0.33954921691664114,164.40446127946123,0.0,5,0.9916666666666667,-10774.68162304274,-20.70182716361642,400,-12133.593823385589,-1154.5840841735921,399,True,600,-5231.670146480793,110.16020414498716,-5455.22133396753,-5007.800572868119,2000,1654.6681409359176,True,-5302.891052118658,True
MyopicEconomic,-1,1,cumulative_reward,20.0,-587.9979005520418,-6103.4644460972095,3.6144523707525433,0.09633838383838383,20.0,0.0,5,0.9916666666666667,-1656.8166157469143,-20.70182716361642,400,-10640.229144982733,-1154.5840841735921,399,True,600,-5231.670146480793,110.16020414498716,-5455.22133396753,-5007.800572868119,2000,4643.672245928751,False,-871.7942996164165,True
PPO,101,1,net_economic_value,none,0.0,,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,400,,,0,True,600,-770.6019434141261,26.68295887137511,-826.5190192941402,-717.8267698126256,2000,770.6019434141261,False,,False
PPO,101,1,net_economic_value,20.0,0.0,,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,400,,,0,True,600,-770.6019434141261,26.68295887137511,-826.5190192941402,-717.8267698126256,2000,770.6019434141261,False,,False
PPO,101,1,cumulative_reward,none,0.0,,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,400,,,0,True,600,-2298.8941332380678,41.353532289501544,-2376.563357212008,-2218.460834510327,2000,2298.8941332380678,False,,False
PPO,101,1,cumulative_reward,20.0,0.0,,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,400,,,0,True,600,-2298.8941332380678,41.353532289501544,-2376.563357212008,-2218.460834510327,2000,2298.8941332380678,False,,False
PPO,202,1,net_economic_value,none,0.0,,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,400,,,0,True,600,-770.6019434141261,26.68295887137511,-826.5190192941402,-717.8267698126256,2000,770.6019434141261,False,,False
PPO,202,1,net_economic_value,20.0,0.0,,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,400,,,0,True,600,-770.6019434141261,26.68295887137511,-826.5190192941402,-717.8267698126256,2000,770.6019434141261,False,,False
PPO,202,1,cumulative_reward,none,0.0,,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,400,,,0,True,600,-2298.8941332380678,41.353532289501544,-2376.563357212008,-2218.460834510327,2000,2298.8941332380678,False,,False
PPO,202,1,cumulative_reward,20.0,0.0,,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,400,,,0,True,600,-2298.8941332380678,41.353532289501544,-2376.563357212008,-2218.460834510327,2000,2298.8941332380678,False,,False
PPO,303,1,net_economic_value,none,0.0,,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,400,,,0,True,600,-770.6019434141261,26.68295887137511,-826.5190192941402,-717.8267698126256,2000,770.6019434141261,False,,False
PPO,303,1,net_economic_value,20.0,0.0,,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,400,,,0,True,600,-770.6019434141261,26.68295887137511,-826.5190192941402,-717.8267698126256,2000,770.6019434141261,False,,False
PPO,303,1,cumulative_reward,none,0.0,,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,400,,,0,True,600,-2298.8941332380678,41.353532289501544,-2376.563357212008,-2218.460834510327,2000,2298.8941332380678,False,,False
PPO,303,1,cumulative_reward,20.0,0.0,,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,400,,,0,True,600,-2298.8941332380678,41.353532289501544,-2376.563357212008,-2218.460834510327,2000,2298.8941332380678,False,,False
PPO,404,1,net_economic_value,none,0.0,,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,400,,,0,True,600,-770.6019434141261,26.68295887137511,-826.5190192941402,-717.8267698126256,2000,770.6019434141261,False,,False
PPO,404,1,net_economic_value,20.0,0.0,,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,400,,,0,True,600,-770.6019434141261,26.68295887137511,-826.5190192941402,-717.8267698126256,2000,770.6019434141261,False,,False
PPO,404,1,cumulative_reward,none,0.0,,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,400,,,0,True,600,-2298.8941332380678,41.353532289501544,-2376.563357212008,-2218.460834510327,2000,2298.8941332380678,False,,False
PPO,404,1,cumulative_reward,20.0,0.0,,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,400,,,0,True,600,-2298.8941332380678,41.353532289501544,-2376.563357212008,-2218.460834510327,2000,2298.8941332380678,False,,False
PPO,505,1,net_economic_value,none,0.0,,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,400,,,0,True,600,-770.6019434141261,26.68295887137511,-826.5190192941402,-717.8267698126256,2000,770.6019434141261,False,,False
PPO,505,1,net_economic_value,20.0,0.0,,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,400,,,0,True,600,-770.6019434141261,26.68295887137511,-826.5190192941402,-717.8267698126256,2000,770.6019434141261,False,,False
PPO,505,1,cumulative_reward,none,0.0,,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,400,,,0,True,600,-2298.8941332380678,41.353532289501544,-2376.563357212008,-2218.460834510327,2000,2298.8941332380678,False,,False
PPO,505,1,cumulative_reward,20.0,0.0,,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,400,,,0,True,600,-2298.8941332380678,41.353532289501544,-2376.563357212008,-2218.460834510327,2000,2298.8941332380678,False,,False
PPO_without_PD,101,1,net_economic_value,none,0.0,,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,400,,,0,True,600,-770.6019434141261,26.68295887137511,-826.5190192941402,-717.8267698126256,2000,770.6019434141261,False,,False
PPO_without_PD,101,1,net_economic_value,20.0,0.0,,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,400,,,0,True,600,-770.6019434141261,26.68295887137511,-826.5190192941402,-717.8267698126256,2000,770.6019434141261,False,,False
PPO_without_PD,101,1,cumulative_reward,none,0.0,,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,400,,,0,True,600,-2298.8941332380678,41.353532289501544,-2376.563357212008,-2218.460834510327,2000,2298.8941332380678,False,,False
PPO_without_PD,101,1,cumulative_reward,20.0,0.0,,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,400,,,0,True,600,-2298.8941332380678,41.353532289501544,-2376.563357212008,-2218.460834510327,2000,2298.8941332380678,False,,False
PPO_without_PD,202,1,net_economic_value,none,0.0,,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,400,,,0,True,600,-770.6019434141261,26.68295887137511,-826.5190192941402,-717.8267698126256,2000,770.6019434141261,False,,False
PPO_without_PD,202,1,net_economic_value,20.0,0.0,,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,400,,,0,True,600,-770.6019434141261,26.68295887137511,-826.5190192941402,-717.8267698126256,2000,770.6019434141261,False,,False
PPO_without_PD,202,1,cumulative_reward,none,0.0,,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,400,,,0,True,600,-2298.8941332380678,41.353532289501544,-2376.563357212008,-2218.460834510327,2000,2298.8941332380678,False,,False
PPO_without_PD,202,1,cumulative_reward,20.0,0.0,,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,400,,,0,True,600,-2298.8941332380678,41.353532289501544,-2376.563357212008,-2218.460834510327,2000,2298.8941332380678,False,,False
PPO_without_PD,303,1,net_economic_value,none,0.0,,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,400,,,0,True,600,-770.6019434141261,26.68295887137511,-826.5190192941402,-717.8267698126256,2000,770.6019434141261,False,,False
PPO_without_PD,303,1,net_economic_value,20.0,0.0,,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,400,,,0,True,600,-770.6019434141261,26.68295887137511,-826.5190192941402,-717.8267698126256,2000,770.6019434141261,False,,False
PPO_without_PD,303,1,cumulative_reward,none,0.0,,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,400,,,0,True,600,-2298.8941332380678,41.353532289501544,-2376.563357212008,-2218.460834510327,2000,2298.8941332380678,False,,False
PPO_without_PD,303,1,cumulative_reward,20.0,0.0,,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,400,,,0,True,600,-2298.8941332380678,41.353532289501544,-2376.563357212008,-2218.460834510327,2000,2298.8941332380678,False,,False
PPO_without_PD,404,1,net_economic_value,none,0.0,,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,400,,,0,True,600,-770.6019434141261,26.68295887137511,-826.5190192941402,-717.8267698126256,2000,770.6019434141261,False,,False
PPO_without_PD,404,1,net_economic_value,20.0,0.0,,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,400,,,0,True,600,-770.6019434141261,26.68295887137511,-826.5190192941402,-717.8267698126256,2000,770.6019434141261,False,,False
PPO_without_PD,404,1,cumulative_reward,none,0.0,,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,400,,,0,True,600,-2298.8941332380678,41.353532289501544,-2376.563357212008,-2218.460834510327,2000,2298.8941332380678,False,,False
PPO_without_PD,404,1,cumulative_reward,20.0,0.0,,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,400,,,0,True,600,-2298.8941332380678,41.353532289501544,-2376.563357212008,-2218.460834510327,2000,2298.8941332380678,False,,False
PPO_without_PD,505,1,net_economic_value,none,0.0,,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,400,,,0,True,600,-770.6019434141261,26.68295887137511,-826.5190192941402,-717.8267698126256,2000,770.6019434141261,False,,False
PPO_without_PD,505,1,net_economic_value,20.0,0.0,,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,400,,,0,True,600,-770.6019434141261,26.68295887137511,-826.5190192941402,-717.8267698126256,2000,770.6019434141261,False,,False
PPO_without_PD,505,1,cumulative_reward,none,0.0,,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,400,,,0,True,600,-2298.8941332380678,41.353532289501544,-2376.563357212008,-2218.460834510327,2000,2298.8941332380678,False,,False
PPO_without_PD,505,1,cumulative_reward,20.0,0.0,,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,400,,,0,True,600,-2298.8941332380678,41.353532289501544,-2376.563357212008,-2218.460834510327,2000,2298.8941332380678,False,,False
Behavior,-1,1,net_economic_value,none,-918.1159741713439,-918.1159741713441,600.0,1.0,1.0,1.0,600,0.0,-1077.8028677543953,-739.897783838405,400,-1077.8028677543953,-739.8977838384047,400,False,600,-998.668179087975,45.905702222563924,-1090.3156771582808,-911.7654998906797,2000,80.55220491663113,True,80.5522049166309,True
Behavior,-1,1,net_economic_value,20.0,-918.1159741713439,-918.1159741713441,600.0,1.0,1.0,1.0,600,0.0,-1077.8028677543953,-739.897783838405,400,-1077.8028677543953,-739.8977838384047,400,False,600,-998.668179087975,45.905702222563924,-1090.3156771582808,-911.7654998906797,2000,80.55220491663113,True,80.5522049166309,True
Behavior,-1,1,cumulative_reward,none,-4208.962092410156,-4208.962092410156,600.0,1.0,1.0,1.0,600,0.0,-4480.191799330595,-3941.3624127860326,400,-4480.191799330595,-3941.3624127860317,400,False,600,-4265.936456771599,81.5242143751003,-4423.220811099285,-4110.460256918664,2000,56.974364361442895,True,56.974364361442895,True
Behavior,-1,1,cumulative_reward,20.0,-4208.962092410156,-4208.962092410156,600.0,1.0,1.0,1.0,600,0.0,-4480.191799330595,-3941.3624127860326,400,-4480.191799330595,-3941.3624127860317,400,False,600,-4265.936456771599,81.5242143751003,-4423.220811099285,-4110.460256918664,2000,56.974364361442895,True,56.974364361442895,True
SoftPDThreshold,-1,1,net_economic_value,none,-869.9906412292122,-860.2888214485188,330.8060970951628,1.0112773984025016,14.166018610001654,4.1603004748276735,600,0.0,-1055.0602390654692,-676.2932181186211,400,-1060.6602648863873,-664.7168470866644,400,False,600,-925.0986101443532,44.35827735921656,-1019.6318482062359,-836.234778131052,2000,55.10796891514099,True,64.80978869583441,True
SoftPDThreshold,-1,1,net_economic_value,20.0,-869.9906412292122,-860.2888214485188,330.8060970951628,1.0112773984025016,14.166018610001654,4.1603004748276735,600,0.0,-1055.0602390654692,-676.2932181186211,400,-1060.6602648863873,-664.7168470866644,400,False,600,-925.0986101443532,44.35827735921656,-1019.6318482062359,-836.234778131052,2000,55.10796891514099,True,64.80978869583441,True
SoftPDThreshold,-1,1,cumulative_reward,none,-4160.004193004131,-4113.61333653419,330.8060970951628,1.0112773984025016,14.166018610001654,4.1603004748276735,600,0.0,-4553.039666166396,-3792.45558140703,400,-4446.801145264081,-3807.117012696205,400,False,600,-4056.4473529690804,75.70146221106306,-4201.8759946626415,-3909.628425416655,2000,-103.5568400350503,True,-57.165983565109855,True
SoftPDThreshold,-1,1,cumulative_reward,20.0,-4160.004193004131,-4113.61333653419,330.8060970951628,1.0112773984025016,14.166018610001654,4.1603004748276735,600,0.0,-4553.039666166396,-3792.45558140703,400,-4446.801145264081,-3807.117012696205,400,False,600,-4056.4473529690804,75.70146221106306,-4201.8759946626415,-3909.628425416655,2000,-103.5568400350503,True,-57.165983565109855,True
Static,-1,2,net_economic_value,none,-99.76467058280969,-2307.023363612589,4.506548020524158,0.04324389260912697,10.172526041666663,1.5625,8,0.9866666666666667,-211.3549691495062,-27.381447100932473,400,-3139.573247881941,-1743.0854070702705,399,True,600,-1306.9756689475205,50.61578745178668,-1408.9221336881667,-1205.7495203821013,2000,1207.2109983647108,False,-1000.0476946650685,False
Static,-1,2,net_economic_value,20.0,-99.76467058280969,-2307.023363612589,4.506548020524158,0.04324389260912697,10.172526041666663,1.5625,8,0.9866666666666667,-211.3549691495062,-27.381447100932473,400,-3139.573247881941,-1743.0854070702705,399,True,600,-1306.9756689475205,50.61578745178668,-1408.9221336881667,-1205.7495203821013,2000,1207.2109983647108,False,-1000.0476946650685,False
Static,-1,2,cumulative_reward,none,-119.50472116526085,-2763.505178533313,4.506548020524158,0.04324389260912697,10.172526041666663,1.5625,8,0.9866666666666667,-262.9139631650609,-30.764787255201718,400,-3546.50416088874,-1998.1199183850674,399,True,600,-5165.54790778983,98.55534458077524,-5350.284393416542,-4990.200118591346,2000,5046.043186624569,False,2402.042729256517,False
Static,-1,2,cumulative_reward,20.0,-119.50472116526085,-2763.505178533313,4.506548020524158,0.04324389260912697,10.172526041666663,1.5625,8,0.9866666666666667,-262.9139631650609,-30.764787255201718,400,-3546.50416088874,-1998.1199183850674,399,True,600,-5165.54790778983,98.55534458077524,-5350.284393416542,-4990.200118591346,2000,5046.043186624569,False,2402.042729256517,False
AlwaysDecrease20,-1,2,net_economic_value,none,-9.856042624487905,-1419.2701379262585,1.0,0.006944444444444443,4.166666666666666,0.0,1,0.9983333333333333,-29.568127873463716,0.0,400,-1419.2701379262585,-1419.2701379262585,243,True,600,-770.6019434141261,26.68295887137511,-826.5190192941402,-717.8267698126256,2000,760.7459007896382,False,-648.6681945121323,False
AlwaysDecrease20,-1,2,net_economic_value,20.0,-9.856042624487905,-1419.2701379262585,1.0,0.006944444444444443,4.166666666666666,0.0,1,0.9983333333333333,-29.568127873463716,0.0,400,-1419.2701379262585,-1419.2701379262585,243,True,600,-770.6019434141261,26.68295887137511,-826.5190192941402,-717.8267698126256,2000,760.7459007896382,False,-648.6681945121323,False
AlwaysDecrease20,-1,2,cumulative_reward,none,-11.547783867854225,-1662.8808769710085,1.0,0.006944444444444443,4.166666666666666,0.0,1,0.9983333333333333,-34.64335160356267,0.0,400,-1662.8808769710085,-1662.8808769710085,243,True,600,-2298.8941332380678,41.353532289501544,-2376.563357212008,-2218.460834510327,2000,2287.3463493702134,False,636.0132562670592,False
AlwaysDecrease20,-1,2,cumulative_reward,20.0,-11.547783867854225,-1662.8808769710085,1.0,0.006944444444444443,4.166666666666666,0.0,1,0.9983333333333333,-34.64335160356267,0.0,400,-1662.8808769710085,-1662.8808769710085,243,True,600,-2298.8941332380678,41.353532289501544,-2376.563357212008,-2218.460834510327,2000,2287.3463493702134,False,636.0132562670592,False
PDThreshold,-1,2,net_economic_value,none,-558.0923704655949,-1506.6319110870309,3.2415702156507655,0.3704238350181583,94.74507492968063,2.272727272727273,19,0.9683333333333334,-1123.2252176938039,-147.70721344518049,400,-2684.498727962403,-1081.2318242165384,400,True,600,-736.8796588685249,38.9524208481591,-814.9149860469875,-659.6949642041578,2000,178.78728840293002,True,-769.752252218506,False
PDThreshold,-1,2,net_economic_value,20.0,-292.26167339735906,-1949.1714644983035,7.716779898745361,0.14994148986917583,20.0,2.272727272727273,19,0.9683333333333334,-492.5245384723277,-129.16727495751596,400,-2684.498727962403,-1380.4365291628224,400,True,600,-736.8796588685249,38.9524208481591,-814.9149860469875,-659.6949642041578,2000,444.6179854711658,False,-1212.2918056297785,False
PDThreshold,-1,2,cumulative_reward,none,-921.0294731595765,-2486.4206513990316,3.2415702156507655,0.3704238350181583,94.74507492968063,2.272727272727273,19,0.9683333333333334,-1953.2364490956084,-188.1023150372414,400,-3429.5985384850674,-1907.2480526907027,400,True,600,-3437.097751302762,58.046055074186036,-3545.896655244245,-3319.204836024594,2000,2516.0682781431856,False,950.6770999037303,False
PDThreshold,-1,2,cumulative_reward,20.0,-421.06960137519934,-2808.22607366769,7.716779898745361,0.14994148986917583,20.0,2.272727272727273,19,0.9683333333333334,-743.3499952596304,-174.98277520534793,400,-3496.7830393928393,-2185.9932037293424,400,True,600,-3437.097751302762,58.046055074186036,-3545.896655244245,-3319.204836024594,2000,3016.0281499275625,False,628.871677635072,True
UtilizationPD,-1,2,net_economic_value,none,-558.0923704655949,-1506.6319110870309,3.2415702156507655,0.3704238350181583,94.74507492968063,2.272727272727273,19,0.9683333333333334,-1123.2252176938039,-147.70721344518049,400,-2684.498727962403,-1081.2318242165384,400,True,600,-745.5220547888831,38.781644498535,-827.6348836475753,-671.47280722777,2000,187.42968432328826,True,-761.1098562981477,False
UtilizationPD,-1,2,net_economic_value,20.0,-292.26167339735906,-1949.1714644983035,7.716779898745361,0.14994148986917583,20.0,2.272727272727273,19,0.9683333333333334,-492.5245384723277,-129.16727495751596,400,-2684.498727962403,-1380.4365291628224,400,True,600,-745.5220547888831,38.781644498535,-827.6348836475753,-671.47280722777,2000,453.26038139152405,False,-1203.6494097094205,False
UtilizationPD,-1,2,cumulative_reward,none,-921.0294731595765,-2486.4206513990316,3.2415702156507655,0.3704238350181583,94.74507492968063,2.272727272727273,19,0.9683333333333334,-1953.2364490956084,-188.1023150372414,400,-3429.5985384850674,-1907.2480526907027,400,True,600,-3447.501135703059,57.73976641016862,-3557.295230117779,-3330.6936713099403,2000,2526.4716625434826,False,961.0804843040273,False
UtilizationPD,-1,2,cumulative_reward,20.0,-421.06960137519934,-2808.22607366769,7.716779898745361,0.14994148986917583,20.0,2.272727272727273,19,0.9683333333333334,-743.3499952596304,-174.98277520534793,400,-3496.7830393928393,-2185.9932037293424,400,True,600,-3447.501135703059,57.73976641016862,-3557.295230117779,-3330.6936713099403,2000,3026.4315343278595,False,639.275062035369,True
MyopicEconomic,-1,2,net_economic_value,none,-138.82732561019563,-2682.516502525442,2.716757716092178,0.051752645502645495,17.361111111111107,0.0,5,0.9916666666666667,-415.56997366802295,-13.019298295467122,400,-3726.183546827352,-1312.0323410876226,397,True,600,-1152.8661075623015,55.920632468526364,-1262.9415967618602,-1045.2494641592382,2000,1014.0387819521059,False,-1529.6503949631403,False
MyopicEconomic,-1,2,net_economic_value,20.0,-138.82732561019563,-2682.516502525442,2.716757716092178,0.051752645502645495,17.361111111111107,0.0,5,0.9916666666666667,-415.56997366802295,-13.019298295467122,400,-3726.183546827352,-1312.0323410876226,397,True,600,-1152.8661075623015,55.920632468526364,-1262.9415967618602,-1045.2494641592382,2000,1014.0387819521059,False,-1529.6503949631403,False
MyopicEconomic,-1,2,cumulative_reward,none,-177.9456552660229,-3438.387613574782,2.716757716092178,0.051752645502645495,17.361111111111107,0.0,5,0.9916666666666667,-554.703619427284,-14.35902602849745,400,-4822.5766215699905,-1475.8450537315719,397,True,600,-5231.670146480793,110.16020414498716,-5455.22133396753,-5007.800572868119,2000,5053.72449121477,False,1793.282532906011,False
MyopicEconomic,-1,2,cumulative_reward,20.0,-177.9456552660229,-3438.387613574782,2.716757716092178,0.051752645502645495,17.361111111111107,0.0,5,0.9916666666666667,-554.703619427284,-14.35902602849745,400,-4822.5766215699905,-1475.8450537315719,397,True,600,-5231.670146480793,110.16020414498716,-5455.22133396753,-5007.800572868119,2000,5053.72449121477,False,1793.282532906011,False
PPO,101,2,net_economic_value,none,-9.856042624487905,-1419.2701379262585,1.0,0.006944444444444443,4.166666666666666,0.0,1,0.9983333333333333,-29.568127873463716,0.0,400,-1419.2701379262585,-1419.2701379262585,243,True,600,-770.6019434141261,26.68295887137511,-826.5190192941402,-717.8267698126256,2000,760.7459007896382,False,-648.6681945121323,False
PPO,101,2,net_economic_value,20.0,-9.856042624487905,-1419.2701379262585,1.0,0.006944444444444443,4.166666666666666,0.0,1,0.9983333333333333,-29.568127873463716,0.0,400,-1419.2701379262585,-1419.2701379262585,243,True,600,-770.6019434141261,26.68295887137511,-826.5190192941402,-717.8267698126256,2000,760.7459007896382,False,-648.6681945121323,False
PPO,101,2,cumulative_reward,none,-11.547783867854225,-1662.8808769710085,1.0,0.006944444444444443,4.166666666666666,0.0,1,0.9983333333333333,-34.64335160356267,0.0,400,-1662.8808769710085,-1662.8808769710085,243,True,600,-2298.8941332380678,41.353532289501544,-2376.563357212008,-2218.460834510327,2000,2287.3463493702134,False,636.0132562670592,False
PPO,101,2,cumulative_reward,20.0,-11.547783867854225,-1662.8808769710085,1.0,0.006944444444444443,4.166666666666666,0.0,1,0.9983333333333333,-34.64335160356267,0.0,400,-1662.8808769710085,-1662.8808769710085,243,True,600,-2298.8941332380678,41.353532289501544,-2376.563357212008,-2218.460834510327,2000,2287.3463493702134,False,636.0132562670592,False
PPO,202,2,net_economic_value,none,-9.856042624487905,-1419.2701379262585,1.0,0.006944444444444443,4.166666666666666,0.0,1,0.9983333333333333,-29.568127873463716,0.0,400,-1419.2701379262585,-1419.2701379262585,243,True,600,-770.6019434141261,26.68295887137511,-826.5190192941402,-717.8267698126256,2000,760.7459007896382,False,-648.6681945121323,False
PPO,202,2,net_economic_value,20.0,-9.856042624487905,-1419.2701379262585,1.0,0.006944444444444443,4.166666666666666,0.0,1,0.9983333333333333,-29.568127873463716,0.0,400,-1419.2701379262585,-1419.2701379262585,243,True,600,-770.6019434141261,26.68295887137511,-826.5190192941402,-717.8267698126256,2000,760.7459007896382,False,-648.6681945121323,False
PPO,202,2,cumulative_reward,none,-11.547783867854225,-1662.8808769710085,1.0,0.006944444444444443,4.166666666666666,0.0,1,0.9983333333333333,-34.64335160356267,0.0,400,-1662.8808769710085,-1662.8808769710085,243,True,600,-2298.8941332380678,41.353532289501544,-2376.563357212008,-2218.460834510327,2000,2287.3463493702134,False,636.0132562670592,False
PPO,202,2,cumulative_reward,20.0,-11.547783867854225,-1662.8808769710085,1.0,0.006944444444444443,4.166666666666666,0.0,1,0.9983333333333333,-34.64335160356267,0.0,400,-1662.8808769710085,-1662.8808769710085,243,True,600,-2298.8941332380678,41.353532289501544,-2376.563357212008,-2218.460834510327,2000,2287.3463493702134,False,636.0132562670592,False
PPO,303,2,net_economic_value,none,-9.856042624487905,-1419.2701379262585,1.0,0.006944444444444443,4.166666666666666,0.0,1,0.9983333333333333,-29.568127873463716,0.0,400,-1419.2701379262585,-1419.2701379262585,243,True,600,-770.6019434141261,26.68295887137511,-826.5190192941402,-717.8267698126256,2000,760.7459007896382,False,-648.6681945121323,False
PPO,303,2,net_economic_value,20.0,-9.856042624487905,-1419.2701379262585,1.0,0.006944444444444443,4.166666666666666,0.0,1,0.9983333333333333,-29.568127873463716,0.0,400,-1419.2701379262585,-1419.2701379262585,243,True,600,-770.6019434141261,26.68295887137511,-826.5190192941402,-717.8267698126256,2000,760.7459007896382,False,-648.6681945121323,False
PPO,303,2,cumulative_reward,none,-11.547783867854225,-1662.8808769710085,1.0,0.006944444444444443,4.166666666666666,0.0,1,0.9983333333333333,-34.64335160356267,0.0,400,-1662.8808769710085,-1662.8808769710085,243,True,600,-2298.8941332380678,41.353532289501544,-2376.563357212008,-2218.460834510327,2000,2287.3463493702134,False,636.0132562670592,False
